Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\dui70.dll

File Type: DLL

  Section contains the following exports for DUI70.dll

    00000000 characteristics
     E9BCC11 time date stamp
        0.00 version
           1 ordinal base
        4321 number of functions
        4321 number of names

    ordinal hint RVA      name

       3596  E09 000D1E70 ?SetRepeat@Movie@DirectUI@@QEAAJ_N@Z
       3597  E0A 000BA5E0 ?SetRespectLanguageDirection@TouchSlider@DirectUI@@QEAAX_N@Z
       3598  E0B 000BA5F0 ?SetRespondToMouseScroll@TouchSlider@DirectUI@@QEAAX_N@Z
       3599  E0C 0003F960 ?SetRootWindowForTheming@DUIXmlParser@DirectUI@@QEAAXPEAUHWND__@@@Z
       3600  E0D 000D1ED0 ?SetScaleFactor@DUIXmlParser@DirectUI@@QEAAXM@Z
       3601  E0E 000696A0 ?SetScreenCenter@HWNDElement@DirectUI@@QEAAX_N@Z
       3602  E0F 000ABBE0 ?SetScrollControlHost@TouchScrollViewer@DirectUI@@QEAAJPEAVElement@2@@Z
       3603  E10 00075000 ?SetScrollPadding@TouchScrollViewer@DirectUI@@QEAAJHHHH@Z
       3604  E11 000EADD0 ?SetScrollPercent@ScrollProvider@DirectUI@@UEAAJNN@Z
       3605  E12 000EAE50 ?SetScrollPercent@ScrollProxy@DirectUI@@AEAAJNN@Z
       3606  E13 0000B5E0 ?SetSelected@Element@DirectUI@@QEAAJ_N@Z
       3607  E14 00085D00 ?SetSelection@Combobox@DirectUI@@QEAAJH@Z
       3608  E15 00086ED0 ?SetSelection@Selector@DirectUI@@UEAAJPEAVElement@2@@Z
       3609  E16 000BCD00 ?SetSelection@SelectorNoDefault@DirectUI@@UEAAJPEAVElement@2@@Z
       3610  E17 0009DF70 ?SetSelection@TouchEdit2@DirectUI@@QEAAJJJ@Z
       3611  E18 000B23B0 ?SetSelection@TouchSelect@DirectUI@@QEAAJPEAVElement@2@@Z
       3612  E19 0009DF90 ?SetSelectionBackgroundColor@TouchEditBase@DirectUI@@QEAAJPEAVValue@2@@Z
       3613  E1A 0009DFC0 ?SetSelectionForegroundColor@TouchEditBase@DirectUI@@QEAAJPEAVValue@2@@Z
       3614  E1B 000B24B0 ?SetSelectionIndex@TouchSelect@DirectUI@@QEAAJH@Z
       3615  E1C 00066F80 ?SetShadowIntensity@Element@DirectUI@@QEAAJH@Z
       3616  E1D 00066FF0 ?SetSheet@Element@DirectUI@@QEAAJPEAVStyleSheet@2@@Z
       3617  E1E 00067050 ?SetShortcut@Element@DirectUI@@QEAAJH@Z
       3618  E1F 0009DFF0 ?SetShowClearButtonMinWidth@TouchEdit2@DirectUI@@QEAAJH@Z
       3619  E20 00097120 ?SetShowKeyFocus@TouchButton@DirectUI@@QEAAJ_N@Z
       3620  E21 0008F350 ?SetShowTick@TouchSlider@DirectUI@@QEAAJ_N@Z
       3621  E22 000885B0 ?SetSmoothFillAnimation@ModernProgressBar@DirectUI@@QEAAJ_N@Z
       3622  E23 000D1EE0 ?SetSmoothingMode@Movie@DirectUI@@QEAAJH@Z
       3623  E24 00075080 ?SetSnapIntervalX@TouchScrollViewer@DirectUI@@QEAAJM@Z
       3624  E25 000750E0 ?SetSnapIntervalY@TouchScrollViewer@DirectUI@@QEAAJM@Z
       3625  E26 00075140 ?SetSnapMode@TouchScrollViewer@DirectUI@@QEAAJH@Z
       3626  E27 000751B0 ?SetSnapOffsetX@TouchScrollViewer@DirectUI@@QEAAJM@Z
       3627  E28 00075210 ?SetSnapOffsetY@TouchScrollViewer@DirectUI@@QEAAJM@Z
       3628  E29 00075270 ?SetSnapPointCollectionX@TouchScrollViewer@DirectUI@@QEAAJPEAV?$DynamicArray@N$0A@@2@@Z
       3629  E2A 000752D0 ?SetSnapPointCollectionX@TouchScrollViewer@DirectUI@@QEAAJPEBNH@Z
       3630  E2B 00075340 ?SetSnapPointCollectionY@TouchScrollViewer@DirectUI@@QEAAJPEAV?$DynamicArray@N$0A@@2@@Z
       3631  E2C 000753A0 ?SetSnapPointCollectionY@TouchScrollViewer@DirectUI@@QEAAJPEBNH@Z
       3632  E2D 00088610 ?SetState@ModernProgressBar@DirectUI@@QEAAJH@Z
       3633  E2E 000670C0 ?SetStdCursor@Element@DirectUI@@QEAAJH@Z
       3634  E2F 000BA600 ?SetStepCount@TouchSlider@DirectUI@@QEAAXH@Z
       3635  E30 0008A1A0 ?SetStopThumbBehavior@RepeatButton@DirectUI@@QEAAXXZ
       3636  E31 000E5430 ?SetString@ElementProxy@DirectUI@@IEAAJPEAUtagVARIANT@@P8Element@2@EAAPEBGPEAPEAVValue@2@@Z@Z
       3637  E32 000CD7B0 ?SetStyle@CCTreeView@DirectUI@@QEAAKK@Z
       3638  E33 00097180 ?SetSubContent@TouchCommandButton@DirectUI@@QEAAJPEBG@Z
       3639  E34 0009E060 ?SetSuppressClearButton@TouchEdit2@DirectUI@@QEAAJ_N@Z
       3640  E35 000ABD50 ?SetSuppressSetContact@TouchScrollViewer@DirectUI@@QEAAJ_N@Z
       3641  E36 0009E0C0 ?SetSyncContentWhileIMEComposing@TouchEditBase@DirectUI@@QEAAJ_N@Z
       3642  E37 0008F3B0 ?SetTargetPage@Navigator@DirectUI@@QEAAJPEBG@Z
       3643  E38 000B2510 ?SetTextContentOverride@TouchSelectItem@DirectUI@@QEAAJPEBG@Z
       3644  E39 00067130 ?SetTextGlowSize@Element@DirectUI@@QEAAJH@Z
       3645  E3A 0009E120 ?SetTextMode@TouchEditBase@DirectUI@@QEAAJW4TouchEditTextMode@2@@Z
       3646  E3B 0006AA50 ?SetThemeChanged@HWNDHost@DirectUI@@IEAAJH@Z
       3647  E3C 0006AAC0 ?SetThemedBorder@Edit@DirectUI@@QEAAJ_N@Z
       3648  E3D 00075410 ?SetThumbPosition@CCTrackBar@DirectUI@@QEAAJH@Z
       3649  E3E 000BA680 ?SetThumbValue@TouchSlider@DirectUI@@QEAAXH_N0@Z
       3650  E3F 000BA6A0 ?SetThumbValue@TouchSlider@DirectUI@@QEAAXH_N@Z
       3651  E40 0008F420 ?SetTickCount@TouchSlider@DirectUI@@QEAAJH@Z
       3652  E41 000BC340 ?SetTitleText@TouchSwitch@DirectUI@@QEAAJPEBG@Z
       3653  E42 000CA0A0 ?SetToHost@XBaby@DirectUI@@UEAAJPEAVElement@2@@Z
       3654  E43 000971F0 ?SetToggleOnClick@TouchCheckBox@DirectUI@@QEAAJ_N@Z
       3655  E44 000BC3B0 ?SetToggleSwitchText@TouchSwitch@DirectUI@@QEAAXPEBG@Z
       3656  E45 000BC3C0 ?SetToggleValue@TouchSwitch@DirectUI@@QEAAXH@Z
       3657  E46 000BC3F0 ?SetToggleValue@TouchSwitch@DirectUI@@QEAAXH_N0@Z
       3658  E47 000BC440 ?SetToggleValue@TouchSwitch@DirectUI@@QEAAXH_N@Z
       3659  E48 0000B3E0 ?SetTooltip@Element@DirectUI@@QEAAJ_N@Z
       3660  E49 000671A0 ?SetTooltipMaxWidth@Element@DirectUI@@QEAAJH@Z
       3661  E4A 000C3820 ?SetTooltipMaximumLineCount@TouchHWNDElement@DirectUI@@QEAAJH@Z
       3662  E4B 000BA7C0 ?SetTooltipText@TouchSlider@DirectUI@@QEAAXPEBG@Z
       3663  E4C 00075480 ?SetTracking@CCBaseScrollBar@DirectUI@@QEAAJ_N@Z
       3664  E4D 0006AB20 ?SetTransparent@HWNDHost@DirectUI@@QEAAJ_N@Z
       3665  E4E 00097250 ?SetTreatRightMouseButtonAsLeft@TouchButton@DirectUI@@QEAAJ_N@Z
       3666  E4F 000754E0 ?SetTypography@RichText@DirectUI@@QEAAJPEBG@Z
       3667  E50 00075550 ?SetTypographyRuns@RichText@DirectUI@@QEAAJPEBG@Z
       3668  E51 00087110 ?SetUnavailableIcon@DUIXmlParser@DirectUI@@QEAAXPEAUHICON__@@@Z
       3669  E52 000D1F50 ?SetUnknownAttrCallback@DUIXmlParser@DirectUI@@QEAAXP6A_NPEBGPEAX@Z1@Z
       3670  E53 00038830 ?SetValue@Element@DirectUI@@QEAAJP6APEBUPropertyInfo@2@XZHPEAVValue@2@@Z
       3671  E54 00039220 ?SetValue@Element@DirectUI@@QEAAJPEBUPropertyInfo@2@HPEAVValue@2@@Z
       3672  E55 000E9F10 ?SetValue@RangeValueProvider@DirectUI@@UEAAJN@Z
       3673  E56 000EE230 ?SetValue@ValueProvider@DirectUI@@UEAAJPEBG@Z
       3674  E57 000EE260 ?SetValue@ValueProxy@DirectUI@@AEAAJPEBG@Z
       3675  E58 000755C0 ?SetVertical@ScrollBar@DirectUI@@QEAAJ_N@Z
       3676  E59 00075620 ?SetVerticalScript@RichText@DirectUI@@QEAAJ_N@Z
       3677  E5A 00075680 ?SetVirtualizeElements@TouchScrollViewer@DirectUI@@QEAAJ_N@Z
       3678  E5B 0000D200 ?SetVisible@Element@DirectUI@@QEAAJ_N@Z
       3679  E5C 000972B0 ?SetVisited@TouchHyperLink@DirectUI@@QEAAJ_N@Z
       3680  E5D 0006AB80 ?SetWantTabs@Edit@DirectUI@@QEAAJ_N@Z
       3681  E5E 0000D880 ?SetWidth@Element@DirectUI@@QEAAJH@Z
       3682  E5F 00004C00 ?SetWinStyle@CCBase@DirectUI@@QEAAJH@Z
       3683  E60 000C3890 ?SetWindowAccessGradientColor@TouchHWNDElement@DirectUI@@QEAAJPEAVValue@2@@Z
       3684  E61 0003EB10 ?SetWindowActive@Element@DirectUI@@QEAAJ_N@Z
       3685  E62 00086920 ?SetWindowDirection@HWNDHost@DirectUI@@UEAAXPEAUHWND__@@@Z
       3686  E63 0003EEC0 ?SetWrapKeyboardNavigate@HWNDElement@DirectUI@@QEAAJ_N@Z
       3687  E64 00047CB0 ?SetX@Element@DirectUI@@QEAAJH@Z
       3688  E65 000756A0 ?SetXBarVisibility@BaseScrollViewer@DirectUI@@QEAAJH@Z
       3689  E66 0002EF10 ?SetXML@DUIXmlParser@DirectUI@@QEAAJPEBGPEAUHINSTANCE__@@1@Z
       3690  E67 0002F220 ?SetXMLFromResource@DUIXmlParser@DirectUI@@QEAAJIPEAUHINSTANCE__@@0@Z
       3691  E68 000D1F60 ?SetXMLFromResource@DUIXmlParser@DirectUI@@QEAAJIPEBGPEAUHINSTANCE__@@1@Z
       3692  E69 0002F280 ?SetXMLFromResource@DUIXmlParser@DirectUI@@QEAAJPEBG0PEAUHINSTANCE__@@1@Z
       3693  E6A 0002F250 ?SetXMLFromResource@DUIXmlParser@DirectUI@@QEAAJPEBGPEAUHINSTANCE__@@1@Z
       3694  E6B 0002E8A0 ?SetXMLFromResourceWithTheme@DUIXmlParser@DirectUI@@QEAAJIPEAUHINSTANCE__@@00@Z
       3695  E6C 00075710 ?SetXOffset@BaseScrollViewer@DirectUI@@QEAAJH@Z
       3696  E6D 00075780 ?SetXOffset@Viewer@DirectUI@@QEAAJH@Z
       3697  E6E 0003E990 ?SetXScrollable@BaseScrollViewer@DirectUI@@QEAAJ_N@Z
       3698  E6F 0003E9F0 ?SetXScrollable@Viewer@DirectUI@@QEAAJ_N@Z
       3699  E70 00047950 ?SetY@Element@DirectUI@@QEAAJH@Z
       3700  E71 000757F0 ?SetYBarVisibility@BaseScrollViewer@DirectUI@@QEAAJH@Z
       3701  E72 00075860 ?SetYOffset@BaseScrollViewer@DirectUI@@QEAAJH@Z
       3702  E73 000758D0 ?SetYOffset@Viewer@DirectUI@@QEAAJH@Z
       3703  E74 000041E0 ?SetYScrollable@BaseScrollViewer@DirectUI@@QEAAJ_N@Z
       3704  E75 00004240 ?SetYScrollable@Viewer@DirectUI@@QEAAJ_N@Z
       3705  E76 00075940 ?SetZoomMaximum@TouchScrollViewer@DirectUI@@QEAAJM@Z
       3706  E77 000759A0 ?SetZoomMinimum@TouchScrollViewer@DirectUI@@QEAAJM@Z
       3707  E78 0006DF00 ?ShadowIntensityProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3708  E79 00017200 ?SheetProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3709  E7A 0006DF10 ?ShiftChild@Element@DirectUI@@QEAAJII@Z
       3710  E7B 00039BD0 ?ShortcutProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3711  E7C 0000A5E0 ?ShouldUseDesktopPerMonitorScaling@HWNDElement@DirectUI@@QEAA_NXZ
       3712  E7D 000C38C0 ?ShouldUsePerMonitorScaling@TouchHWNDElement@DirectUI@@QEAA_NXZ
       3713  E7E 0003ED00 ?ShowAccel@HWNDElement@DirectUI@@QEAA_NXZ
       3714  E7F 0009E190 ?ShowClearButtonMinWidthProp@TouchEdit2@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3715  E80 000E5490 ?ShowContextMenu@ElementProvider@DirectUI@@UEAAJXZ
       3716  E81 0002F900 ?ShowFocus@HWNDElement@DirectUI@@QEAA_NXZ
       3717  E82 00097310 ?ShowKeyFocusProp@TouchButton@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3718  E83 000C38E0 ?ShowRichTooltip@TouchHWNDElement@DirectUI@@QEAAJW4TOUCHTOOLTIP_INPUT@@W4TOUCHTOOLTIP_OPTION_FLAGS@@PEAVElement@2@@Z
       3719  E84 000BA800 ?ShowTickProp@TouchSlider@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3720  E85 000BA810 ?ShowTooltipOnRightForLTRBuild@TouchSlider@DirectUI@@QEAAXXZ
       3721  E86 00075A00 ?ShowUIState@HWNDElement@DirectUI@@QEAAX_N0@Z
       3722  E87 0003F970 ?ShowWindow@NativeHWNDHost@DirectUI@@QEAAXH@Z
       3723  E88 000CA1A0 ?ShowWindow@XHost@DirectUI@@QEAAXH@Z
       3724  E89 000CF3B0 ?SideGraphicProp@TextGraphic@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3725  E8A 00038B00 ?SizeInLayoutProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3726  E8B 000C4A50 ?SizeZero@FlowLayout@DirectUI@@KA?AUtagSIZE@@XZ
       3727  E8C 000C4A50 ?SizeZero@VerticalFlowLayout@DirectUI@@KA?AUtagSIZE@@XZ
       3728  E8D 00047140 ?Skip@DuiAccessible@DirectUI@@UEAAJK@Z
       3729  E8E 0006ABE0 ?Skip@HWNDHostAccessible@DirectUI@@UEAAJK@Z
       3730  E8F 0018DEC4 ?SliderControlType@Schema@DirectUI@@2HA
       3731  E90 000BA820 ?SliderUpdated@TouchSlider@DirectUI@@SA?AVUID@@XZ
       3732  E91 000FB910 ?SmoothingModeProp@Movie@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3733  E92 000ABD90 ?SnapIntervalXProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3734  E93 000ABDA0 ?SnapIntervalYProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3735  E94 000ABDB0 ?SnapModeProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3736  E95 000ABDC0 ?SnapOffsetXProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3737  E96 000ABDD0 ?SnapOffsetYProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3738  E97 000ABDE0 ?SnapPointCollectionXProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3739  E98 000ABDF0 ?SnapPointCollectionYProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3740  E99 000ABE00 ?SnapshotTransformElement@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ
       3741  E9A 0006E0E0 ?SortChildren@Element@DirectUI@@QEAAJP6AHPEBX0@Z@Z
       3742  E9B 0018DEB8 ?SpinnerControlType@Schema@DirectUI@@2HA
       3743  E9C 0018DEBC ?SplitButtonControlType@Schema@DirectUI@@2HA
       3744  E9D 000BDE00 ?Start@AnimationStrip@DirectUI@@AEAAJXZ
       3745  E9E 0002C050 ?StartDefer@Element@DirectUI@@QEAAXPEAK@Z
       3746  E9F 00004FE0 ?StartNavigate@Browser@DirectUI@@SA?AVUID@@XZ
       3747  EA0 000C39F0 ?StartRichTooltipTimer@TouchHWNDElement@DirectUI@@QEAAJW4TOUCHTOOLTIP_INPUT@@@Z
       3748  EA1 000483E0 ?StateProp@ModernProgressBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3749  EA2 00038060 ?StaticWndProc@HWNDElement@DirectUI@@SA_JPEAUHWND__@@I_K_J@Z
       3750  EA3 000CFBF0 ?StaticXHostSubclassProc@TaskPage@DirectUI@@CA_JPEAUHWND__@@I_K_J@Z
       3751  EA4 00040310 ?StaticXmlParserError@TaskPage@DirectUI@@CAXPEBG0HPEAX@Z
       3752  EA5 0018DEB0 ?StatusBarControlType@Schema@DirectUI@@2HA
       3753  EA6 000BDED0 ?Stop@AnimationStrip@DirectUI@@AEAAXXZ
       3754  EA7 000CD820 ?Stop@CCAVI@DirectUI@@QEAAXXZ
       3755  EA8 0006E250 ?StopAnimation@Element@DirectUI@@QEAAXI@Z
       3756  EA9 0008F490 ?StopUsingCache@RichText@DirectUI@@QEAAXXZ
       3757  EAA 00080DF0 ?StrDupW@Value@DirectUI@@CAJPEBGPEAPEAG@Z
       3758  EAB 0018DE38 ?StructureChangedEvent@Schema@DirectUI@@2HA
       3759  EAC 00097360 ?SubContentProp@TouchCommandButton@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3760  EAD 0009E1A0 ?SuppressClearButtonProp@TouchEdit2@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3761  EAE 000BCF00 ?SupressRightButtonDrag@Thumb@DirectUI@@QEAAX_N@Z
       3762  EAF 0002C1E0 ?SyncBackground@HWNDHost@DirectUI@@IEAAXXZ
       3763  EB0 00077060 ?SyncCallback@Proxy@DirectUI@@SAJPEAUHGADGET__@@PEAXPEAUEventMsg@@@Z
       3764  EB1 00086990 ?SyncColorsAndFonts@HWNDHost@DirectUI@@AEAAXXZ
       3765  EB2 0009E1B0 ?SyncContentWhileIMEComposingProp@TouchEditBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3766  EB3 00087120 ?SyncDestroyWindow@NativeHWNDHost@DirectUI@@QEAAXXZ
       3767  EB4 000869C0 ?SyncDirection@HWNDHost@DirectUI@@IEAAXXZ
       3768  EB5 00076CD0 ?SyncElementAlphaFromForegroundAlpha@DirectUI@@YAXPEAVElement@1@@Z
       3769  EB6 0002BAC0 ?SyncFont@HWNDHost@DirectUI@@IEAAXXZ
       3770  EB7 0002BA10 ?SyncForeground@HWNDHost@DirectUI@@IEAAXXZ
       3771  EB8 000CD860 ?SyncNoteAndGlyph@CCCommandLink@DirectUI@@IEAAXPEAUHWND__@@@Z
       3772  EB9 00086A10 ?SyncParent@HWNDHost@DirectUI@@IEAAXXZ
       3773  EBA 00026650 ?SyncRect@HWNDHost@DirectUI@@IEAAXI_N@Z
       3774  EBB 0002CE40 ?SyncScrollBar@CCBaseScrollBar@DirectUI@@QEAAXXZ
       3775  EBC 00086A10 ?SyncStyle@HWNDHost@DirectUI@@IEAAXXZ
       3776  EBD 0002C330 ?SyncText@HWNDHost@DirectUI@@IEAAXXZ
       3777  EBE 0002C0E0 ?SyncVisible@HWNDHost@DirectUI@@IEAAXXZ
       3778  EBF 0018DE04 ?SystemAlertEvent@Schema@DirectUI@@2HA
       3779  EC0 0018DEB4 ?TabControlType@Schema@DirectUI@@2HA
       3780  EC1 0018DEA8 ?TabItemControlType@Schema@DirectUI@@2HA
       3781  EC2 0018DEAC ?TableControlType@Schema@DirectUI@@2HA
       3782  EC3 0018DE6C ?TableItemPattern@Schema@DirectUI@@2HA
       3783  EC4 0018DF24 ?TableItem_ColumnHeaderItems_Property@Schema@DirectUI@@2HA
       3784  EC5 0018DF20 ?TableItem_RowHeaderItems_Property@Schema@DirectUI@@2HA
       3785  EC6 0018DE68 ?TablePattern@Schema@DirectUI@@2HA
       3786  EC7 0018DF28 ?Table_ColumnHeaders_Property@Schema@DirectUI@@2HA
       3787  EC8 0018DF2C ?Table_RowHeaders_Property@Schema@DirectUI@@2HA
       3788  EC9 0018DF18 ?Table_RowOrColumnMajor_Property@Schema@DirectUI@@2HA
       3789  ECA 000CEBE0 ?TargetPageProp@Navigator@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3790  ECB 000ABF10 ?TelemetrySetDescription@TouchScrollViewer@DirectUI@@QEAAJPEBG@Z
       3791  ECC 00016AA0 ?TestDeferObject@Element@DirectUI@@QEAAPEAVDeferCycle@2@XZ
       3792  ECD 000B2580 ?TextContentOverrideProp@TouchSelectItem@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3793  ECE 0018DD7C ?TextControlType@Schema@DirectUI@@2HA
       3794  ECF 00036C70 ?TextGlowSizeProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3795  ED0 0009E1C0 ?TextModeProp@TouchEditBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3796  ED1 0018DE54 ?TextPattern@Schema@DirectUI@@2HA
       3797  ED2 0018DE14 ?TextTextSelectionChangedEvent@Schema@DirectUI@@2HA
       3798  ED3 000C3A40 ?TextTooltipShowing@TouchHWNDElement@DirectUI@@SA?AVUID@@XZ
       3799  ED4 0003F940 ?ThemeChange@HWNDElement@DirectUI@@SA?AVUID@@XZ
       3800  ED5 00086A30 ?ThemeChangedProp@HWNDHost@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3801  ED6 00085410 ?ThemedBorderProp@Edit@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3802  ED7 0018DD78 ?ThumbControlType@Schema@DirectUI@@2HA
       3803  ED8 000CD8B0 ?ThumbPositionProp@CCTrackBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3804  ED9 00047650 ?ThumbPositionProp@TouchSlider@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3805  EDA 000BA940 ?TickCountProp@TouchSlider@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3806  EDB 0018DEA0 ?TitleBarControlType@Schema@DirectUI@@2HA
       3807  EDC 000BC580 ?TitleTextProp@TouchSwitch@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3808  EDD 00080E70 ?ToString@Value@DirectUI@@QEBAPEAGPEAGI@Z
       3809  EDE 000C6A00 ?Toggle@AutoButton@DirectUI@@SA?AVUID@@XZ
       3810  EDF 000C4930 ?Toggle@SemanticZoomToggle@DirectUI@@SA?AVUID@@XZ
       3811  EE0 000ECCE0 ?Toggle@ToggleProvider@DirectUI@@UEAAJXZ
       3812  EE1 00097370 ?ToggleOnClickProp@TouchCheckBox@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3813  EE2 0018DE60 ?TogglePattern@Schema@DirectUI@@2HA
       3814  EE3 00075B40 ?ToggleUIState@HWNDElement@DirectUI@@QEAAX_N0@Z
       3815  EE4 0018DDF8 ?Toggle_ToggleState_Property@Schema@DirectUI@@2HA
       3816  EE5 0018DEA4 ?ToolBarControlType@Schema@DirectUI@@2HA
       3817  EE6 0018DDD8 ?ToolTipClosedEvent@Schema@DirectUI@@2HA
       3818  EE7 0018DE98 ?ToolTipControlType@Schema@DirectUI@@2HA
       3819  EE8 0018DDD4 ?ToolTipOpenedEvent@Schema@DirectUI@@2HA
       3820  EE9 00004FD0 ?TooltipMaxWidthProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3821  EEA 000C3A60 ?TooltipMaximumLineCountProp@TouchHWNDElement@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3822  EEB 0003E840 ?TooltipProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3823  EEC 000C3A70 ?TooltipTimerStarting@TouchHWNDElement@DirectUI@@SA?AVUID@@XZ
       3824  EED 00049470 ?TossElement@ElementProvider@DirectUI@@UEAAXXZ
       3825  EEE 000E55C0 ?TossPatternProvider@ElementProvider@DirectUI@@QEAAXW4Pattern@Schema@2@@Z
       3826  EEF 00076860 ?TrackScore@NavScoring@DirectUI@@QEAAHPEAVElement@2@0@Z
       3827  EF0 0003A120 ?TrackingProp@CCBaseScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3828  EF1 0018DE48 ?TransformPattern@Schema@DirectUI@@2HA
       3829  EF2 000BA950 ?TranslateThumbPositionToThumbValue@TouchSlider@DirectUI@@QEAAHH@Z
       3830  EF3 0003F160 ?TransparentProp@HWNDHost@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3831  EF4 00097380 ?TreatRightMouseButtonAsLeftProp@TouchButton@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3832  EF5 0018DE9C ?TreeControlType@Schema@DirectUI@@2HA
       3833  EF6 0018DE90 ?TreeItemControlType@Schema@DirectUI@@2HA
       3834  EF7 0007C410 ?TriggeredAnimationComplete@PVLAnimation@DirectUI@@SA?AVUID@@XZ
       3835  EF8 00076910 ?Try@NavScoring@DirectUI@@QEAAHPEAVElement@2@HPEBUNavReference@2@K@Z
       3836  EF9 0006E440 ?TryLinePattern@Element@DirectUI@@AEAA_NPEAUtagPOINT@@AEBUtagRECT@@@Z
       3837  EFA 0006E570 ?TryPattern@Element@DirectUI@@AEAA_NNNPEAUtagPOINT@@AEBUtagRECT@@@Z
       3838  EFB 0006E640 ?TrySparsePattern@Element@DirectUI@@AEAA_NPEAUtagPOINT@@AEBUtagRECT@@@Z
       3839  EFC 0008F4B0 ?TypographyProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3840  EFD 0008F4C0 ?TypographyRunsProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ
       3841  EFE 00046390 ?UiaEvents@Element@DirectUI@@QEAA_NXZ
       3842  EFF 0018C168 ?UiaHostProviderFromHwnd@Schema@DirectUI@@2P6AJPEAUHWND__@@PEAPEAUIRawElementProviderSimple@@@ZEA
       3843  F00 0018C190 ?UiaLookupId@Schema@DirectUI@@2P6AHW4AutomationIdentifierType@@PEBU_GUID@@@ZEA
       3844  F01 0018C170 ?UiaRaiseAutomationEvent@Schema@DirectUI@@2P6AJPEAUIRawElementProviderSimple@@H@ZEA
       3845  F02 0018C178 ?UiaRaiseAutomationPropertyChangedEvent@Schema@DirectUI@@2P6AJPEAUIRawElementProviderSimple@@HUtagVARIANT@@1@ZEA
       3846  F03 0018C180 ?UiaRaiseStructureChangedEvent@Schema@DirectUI@@2P6AJPEAUIRawElementProviderSimple@@W4StructureChangeType@@PEAHH@ZEA
       3847  F04 0018C198 ?UiaReturnRawElementProvider@Schema@DirectUI@@2P6A_JPEAUHWND__@@_K_JPEAUIRawElementProviderSimple@@@ZEA
       3848  F05 0006E700 ?UnRegister@Element@DirectUI@@SAJPEAPEAUIClassInfo@2@@Z
       3849  F06 000CA1C0 ?UnhandledSyschar@XElement@DirectUI@@SA?AVUID@@XZ
       3850  F07 0006C8D0 ?Uninit@CallstackTracker@DirectUI@@SAXXZ
       3851  F08 00044240 ?Uninit@InvokeHelper@DirectUI@@QEAAXXZ
       3852  F09 00064AC0 ?UninitProcess@FontCache@DirectUI@@SAXXZ
       3853  F0A 000443D0 ?UninitThread@FontCache@DirectUI@@SAXXZ
       3854  F0B 000BDF10 ?UnloadCommonControlExports@AnimationStrip@DirectUI@@AEAAXXZ
       3855  F0C 0002B420 ?Unlock@CritSecLock@DirectUI@@QEAAXXZ
       3856  F0D 000C3AD0 ?UnregisterForAnimationStatusChanges@TouchHWNDElement@DirectUI@@QEAAXXZ
       3857  F0E 000C3AE0 ?UnregisterForIHMChanges@TouchHWNDElement@DirectUI@@QEAAXXZ
