Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\icuuc.dll

File Type: DLL

  Section contains the following exports for icuuc.dll

    00000000 characteristics
    A6331E83 time date stamp
        0.00 version
           1 ordinal base
        2815 number of functions
        2815 number of names

    ordinal hint RVA      name

       2304  8FF 0007B500 ucnvsel_selectForString
       2305  900 0007B6E0 ucnvsel_selectForUTF8
       2306  901 0007B910 ucnvsel_serialize
       2307  902 0007C2C0 ucol_looksLikeCollationBinary
       2308  903 0007C3A0 ucol_swap
       2309  904 0007C4D0 ucol_swapInverseUCA
       2310  905 0007E000 ucurr_countCurrencies
       2311  906 0007E530 ucurr_forLocale
       2312  907 0007E890 ucurr_forLocaleAndDate
       2313  908 0007EBF0 ucurr_getDefaultFractionDigits
       2314  909 0007EC00 ucurr_getDefaultFractionDigitsForUsage
       2315  90A 0007EC50 ucurr_getKeywordValuesForLocale
       2316  90B 0007F100 ucurr_getName
       2317  90C 0007F350 ucurr_getNumericCode
       2318  90D 0007F440 ucurr_getPluralName
       2319  90E 0007F610 ucurr_getRoundingIncrement
       2320  90F 0007F620 ucurr_getRoundingIncrementForUsage
       2321  910 0007F6B0 ucurr_isAvailable
       2322  911 0007F7B0 ucurr_openISOCurrencies
       2323  912 0007F850 ucurr_register
       2324  913 0007F8D0 ucurr_unregister
       2325  914 000802C0 udata_close
       2326  915 0007D390 udata_closeSwapper
       2327  916 000800A0 udata_getInfo
       2328  917 00008350 udata_getLength
       2329  918 00007F00 udata_getMemory
       2330  919 00080320 udata_getRawMemory
       2331  91A 00080140 udata_open
       2332  91B 00006400 udata_openChoice
       2333  91C 00080670 udata_openSwapper
       2334  91D 00080820 udata_openSwapperForInputData
       2335  91E 000808F0 udata_printError
       2336  91F 00080930 udata_readInt16
       2337  920 00080950 udata_readInt32
       2338  921 00080180 udata_setAppData
       2339  922 00080210 udata_setCommonData
       2340  923 00080290 udata_setFileAccess
       2341  924 00080970 udata_swapDataHeader
       2342  925 00080B70 udata_swapInvStringBlock
       2343  926 00026470 udict_swap
       2344  927 0000C760 uenum_close
       2345  928 0000C5E0 uenum_count
       2346  929 0000BE40 uenum_next
       2347  92A 00080CA0 uenum_nextDefault
       2348  92B 000A2D00 uenum_openCharStringsEnumeration
       2349  92C 000A2D90 uenum_openFromStringEnumeration
       2350  92D 000A2E30 uenum_openUCharStringsEnumeration
       2351  92E 00080D30 uenum_reset
       2352  92F 00080D60 uenum_unext
       2353  930 00080D90 uenum_unextDefault
       2354  931 00080ED0 uhash_close
       2355  932 00094F60 uhash_compareCaselessUnicodeString
       2356  933 0000B4A0 uhash_compareChars
       2357  934 000089D0 uhash_compareIChars
       2358  935 00080F80 uhash_compareLong
       2359  936 00080F90 uhash_compareUChars
       2360  937 000949A0 uhash_compareUnicodeString
       2361  938 00080FE0 uhash_count
       2362  939 00081500 uhash_deleteHashtable
       2363  93A 00080FF0 uhash_equals
       2364  93B 0000AFB0 uhash_find
       2365  93C 0000DCB0 uhash_get
       2366  93D 000810D0 uhash_geti
       2367  93E 00094FA0 uhash_hashCaselessUnicodeString
       2368  93F 0000E2F0 uhash_hashChars
       2369  940 0000A7C0 uhash_hashIChars
       2370  941 0000E530 uhash_hashLong
       2371  942 00081110 uhash_hashUChars
       2372  943 000949C0 uhash_hashUnicodeString
       2373  944 00081140 uhash_iget
       2374  945 00081180 uhash_igeti
       2375  946 000811C0 uhash_init
       2376  947 000811F0 uhash_initSize
       2377  948 00081230 uhash_iput
       2378  949 00081260 uhash_iputi
       2379  94A 00081290 uhash_iremove
       2380  94B 00081290 uhash_iremovei
       2381  94C 000812B0 uhash_nextElement
       2382  94D 00081310 uhash_open
       2383  94E 00081330 uhash_openSize
       2384  94F 00081360 uhash_put
       2385  950 00081380 uhash_puti
       2386  951 000813B0 uhash_remove
       2387  952 000813C0 uhash_removeAll
       2388  953 00081400 uhash_removeElement
       2389  954 000813B0 uhash_removei
       2390  955 00081440 uhash_setKeyComparator
       2391  956 00081450 uhash_setKeyDeleter
       2392  957 00081460 uhash_setKeyHasher
       2393  958 00081470 uhash_setResizePolicy
       2394  959 000814E0 uhash_setValueComparator
       2395  95A 000814F0 uhash_setValueDeleter
       2396  95B 00081F00 uidna_IDNToASCII
       2397  95C 000820E0 uidna_IDNToUnicode
       2398  95D 0002EED0 uidna_close
       2399  95E 000822B0 uidna_compare
       2400  95F 000B0B20 uidna_labelToASCII
       2401  960 000B0C50 uidna_labelToASCII_UTF8
       2402  961 000B0D60 uidna_labelToUnicode
       2403  962 000B0E90 uidna_labelToUnicodeUTF8
       2404  963 000B0FA0 uidna_nameToASCII
       2405  964 000B10D0 uidna_nameToASCII_UTF8
       2406  965 000B11E0 uidna_nameToUnicode
       2407  966 000B1310 uidna_nameToUnicodeUTF8
       2408  967 000B1420 uidna_openUTS46
       2409  968 00082480 uidna_toASCII
       2410  969 00082550 uidna_toUnicode
       2411  96A 00083320 uiter_current32
       2412  96B 000833F0 uiter_getState
       2413  96C 00083410 uiter_next32
       2414  96D 00083490 uiter_previous32
       2415  96E 00083510 uiter_setCharacterIterator
       2416  96F 000835D0 uiter_setReplaceable
       2417  970 000836B0 uiter_setState
       2418  971 00083700 uiter_setString
       2419  972 000837E0 uiter_setUTF16BE
       2420  973 00083900 uiter_setUTF8
       2421  974 0002EED0 uldn_close
       2422  975 0002EF00 uldn_getContext
       2423  976 0002EF20 uldn_getDialectHandling
       2424  977 0002EF40 uldn_getLocale
       2425  978 0002EF70 uldn_keyDisplayName
       2426  979 0002F030 uldn_keyValueDisplayName
       2427  97A 0002F110 uldn_languageDisplayName
       2428  97B 0002F1D0 uldn_localeDisplayName
       2429  97C 0002F2A0 uldn_open
       2430  97D 0002F330 uldn_openForContext
       2431  97E 0002F3D0 uldn_regionDisplayName
       2432  97F 0002F490 uldn_scriptCodeDisplayName
       2433  980 0002F520 uldn_scriptDisplayName
       2434  981 0002F5E0 uldn_variantDisplayName
       2435  982 0000C3F0 ulist_addItemBeginList
       2436  983 0000BE80 ulist_addItemEndList
       2437  984 0000C1B0 ulist_close_keyword_values_iterator
       2438  985 0000BCF0 ulist_containsString
       2439  986 0000C620 ulist_count_keyword_values
       2440  987 0000C590 ulist_createEmptyList
       2441  988 0000C1E0 ulist_deleteList
       2442  989 00034CB0 ulist_getListFromEnum
       2443  98A 000848B0 ulist_getListSize
       2444  98B 0000BC30 ulist_getNext
       2445  98C 0000BBE0 ulist_next_keyword_value
       2446  98D 0000C8F0 ulist_removeString
       2447  98E 0000C920 ulist_resetList
       2448  98F 000848D0 ulist_reset_keyword_values_iterator
       2449  990 0002EED0 ulistfmt_close
       2450  991 000848F0 ulistfmt_format
       2451  992 00084BC0 ulistfmt_open
       2452  993 00085580 uloc_acceptLanguage
       2453  994 000858B0 uloc_acceptLanguageFromHTTP
       2454  995 00030CF0 uloc_addLikelySubtags
       2455  996 00085C80 uloc_canonicalize
       2456  997 0002B970 uloc_countAvailable
       2457  998 0000B190 uloc_forLanguageTag
       2458  999 0002B9A0 uloc_getAvailable
       2459  99A 00085CA0 uloc_getBaseName
       2460  99B 00031840 uloc_getCharacterOrientation
       2461  99C 0000A350 uloc_getCountry
       2462  99D 000018F0 uloc_getDefault
       2463  99E 0002C4E0 uloc_getDisplayCountry
       2464  99F 0002C520 uloc_getDisplayKeyword
       2465  9A0 0002C590 uloc_getDisplayKeywordValue
       2466  9A1 0002C7B0 uloc_getDisplayLanguage
       2467  9A2 0002C7F0 uloc_getDisplayName
       2468  9A3 0002D2D0 uloc_getDisplayScript
       2469  9A4 0002D380 uloc_getDisplayScriptInContext
       2470  9A5 0002D3C0 uloc_getDisplayVariant
       2471  9A6 00085DD0 uloc_getISO3Country
       2472  9A7 00085EA0 uloc_getISO3Language
       2473  9A8 0002FBB0 uloc_getISOCountries
       2474  9A9 0002FBC0 uloc_getISOLanguages
       2475  9AA 00085F70 uloc_getKeywordValue
       2476  9AB 00086240 uloc_getLCID
       2477  9AC 0000A420 uloc_getLanguage
       2478  9AD 00031860 uloc_getLineOrientation
       2479  9AE 000863F0 uloc_getLocaleForLCID
       2480  9AF 0000C950 uloc_getName
       2481  9B0 00086400 uloc_getParent
       2482  9B1 0000A530 uloc_getScript
       2483  9B2 00031880 uloc_getTableStringWithFallback
       2484  9B3 00008220 uloc_getVariant
       2485  9B4 00030D60 uloc_isRightToLeft
       2486  9B5 00030EC0 uloc_minimizeSubtags
       2487  9B6 00086530 uloc_openKeywordList
       2488  9B7 00009F70 uloc_openKeywords
       2489  9B8 00086620 uloc_setDefault
       2490  9B9 000086F0 uloc_setKeywordValue
       2491  9BA 00009CE0 uloc_toLanguageTag
       2492  9BB 00086650 uloc_toLegacyKey
       2493  9BC 000866E0 uloc_toLegacyType
       2494  9BD 00086720 uloc_toUnicodeLocaleKey
       2495  9BE 00009810 uloc_toUnicodeLocaleType
       2496  9BF 00030F30 ulocimp_getRegionForSupplementalData
       2497  9C0 0000AE10 umtx_condBroadcast
       2498  9C1 0000E400 umtx_condSignal
       2499  9C2 000879A0 umtx_condWait
       2500  9C3 0000D840 umtx_lock
       2501  9C4 00087A70 umtx_unlock
       2502  9C5 00035B10 unorm2_append
       2503  9C6 0002EED0 unorm2_close
       2504  9C7 000183C0 unorm2_composePair
       2505  9C8 000183A0 unorm2_getCombiningClass
       2506  9C9 00035B50 unorm2_getDecomposition
       2507  9CA 00009900 unorm2_getInstance
       2508  9CB 00035C20 unorm2_getNFCInstance
       2509  9CC 00035C30 unorm2_getNFDInstance
       2510  9CD 0002B4E0 unorm2_getNFKCCasefoldInstance
       2511  9CE 0002B4F0 unorm2_getNFKCInstance
       2512  9CF 0002B500 unorm2_getNFKDInstance
       2513  9D0 00035C40 unorm2_getRawDecomposition
       2514  9D1 00035D10 unorm2_hasBoundaryAfter
       2515  9D2 00035D30 unorm2_hasBoundaryBefore
       2516  9D3 00035D50 unorm2_isInert
       2517  9D4 00006CC0 unorm2_isNormalized
       2518  9D5 00035D70 unorm2_normalize
       2519  9D6 00035F40 unorm2_normalizeSecondAndAppend
       2520  9D7 00029C90 unorm2_openFiltered
       2521  9D8 00035F80 unorm2_quickCheck
       2522  9D9 00036030 unorm2_spanQuickCheckYes
       2523  9DA 0003A9F0 unorm2_swap
       2524  9DB 00096F40 unorm_compare
       2525  9DC 00096200 unorm_concatenate
       2526  9DD 000962F0 unorm_isNormalized
       2527  9DE 00096340 unorm_isNormalizedWithOptions
       2528  9DF 000963E0 unorm_next
       2529  9E0 00096440 unorm_normalize
       2530  9E1 00096500 unorm_previous
       2531  9E2 00096560 unorm_quickCheck
       2532  9E3 000965B0 unorm_quickCheckWithOptions
       2533  9E4 00082690 uprv_aestrncpy
       2534  9E5 00008A60 uprv_asciitolower
       2535  9E6 00023360 uprv_calloc
       2536  9E7 0003DDD0 uprv_ceil
       2537  9E8 0003C5F0 uprv_compareASCIIPropertyNames
       2538  9E9 0003C660 uprv_compareEBCDICPropertyNames
       2539  9EA 00082A20 uprv_compareInvEbcdicAsAscii
       2540  9EB 000311D0 uprv_convertToLCID
       2541  9EC 00031310 uprv_convertToLCIDPlatform
       2542  9ED 000314C0 uprv_convertToPosix
       2543  9EE 0002EED0 uprv_deleteUObject
       2544  9EF 0003DDE0 uprv_dl_close
       2545  9F0 0003DE00 uprv_dl_open
       2546  9F1 0003DE20 uprv_dlsym_func
       2547  9F2 00082CD0 uprv_eastrncpy
       2548  9F3 00082D50 uprv_ebcdicFromAscii
       2549  9F4 00082E20 uprv_ebcdicToLowercaseAscii
       2550  9F5 00023620 uprv_ebcdictolower
       2551  9F6 0003DE40 uprv_fabs
       2552  9F7 0003DE50 uprv_floor
       2553  9F8 0003DE60 uprv_fmax
       2554  9F9 0003DEE0 uprv_fmin
       2555  9FA 0003DF60 uprv_fmod
       2556  9FB 0000CC70 uprv_free
       2557  9FC 0008A480 uprv_getCharNameCharacters
       2558  9FD 0003DF70 uprv_getDefaultCodepage
       2559  9FE 0000D430 uprv_getDefaultLocaleID
       2560  9FF 0003DFB0 uprv_getInfinity
       2561  A00 0008A490 uprv_getMaxCharNameLength
       2562  A01 0003DFC0 uprv_getNaN
       2563  A02 0003DFD0 uprv_getRawUTCtime
       2564  A03 0007F8F0 uprv_getStaticCurrencyName
       2565  A04 0003E020 uprv_getUTCtime
       2566  A05 0003E030 uprv_getWindowsTimeZone
       2567  A06 0004D3A0 uprv_int32Comparator
       2568  A07 0000D3D0 uprv_isASCIILetter
       2569  A08 0003E1A0 uprv_isInfinite
       2570  A09 00082E40 uprv_isInvariantString
       2571  A0A 000036B0 uprv_isInvariantUString
       2572  A0B 00002100 uprv_isInvariantUnicodeString
       2573  A0C 0003E1D0 uprv_isNaN
       2574  A0D 0003E200 uprv_isNegativeInfinity
       2575  A0E 0003E240 uprv_isPositiveInfinity
       2576  A0F 000A2F80 uprv_itou
       2577  A10 0003E280 uprv_log
       2578  A11 0000DAF0 uprv_malloc
       2579  A12 00087940 uprv_max
       2580  A13 0003E290 uprv_maxMantissa
       2581  A14 0003E2C0 uprv_maximumPtr
       2582  A15 00087950 uprv_min
       2583  A16 0003E2E0 uprv_modf
       2584  A17 0007F940 uprv_parseCurrency
       2585  A18 00008150 uprv_pathIsAbsolute
       2586  A19 0003E2F0 uprv_pow
       2587  A1A 0003E300 uprv_pow10
       2588  A1B 00003890 uprv_realloc
       2589  A1C 0003E320 uprv_round
       2590  A1D 0004D3B0 uprv_sortArray
       2591  A1E 0004D410 uprv_stableBinarySearch
       2592  A1F 00002FC0 uprv_strdup
       2593  A20 0000AB80 uprv_stricmp
       2594  A21 00023650 uprv_strndup
       2595  A22 000236C0 uprv_strnicmp
       2596  A23 0009F450 uprv_syntaxError
       2597  A24 0003E340 uprv_timezone
       2598  A25 0000B3A0 uprv_toupper
       2599  A26 0003E360 uprv_trunc
       2600  A27 0003E3D0 uprv_tzname
       2601  A28 0000E400 uprv_tzname_clear_cache
       2602  A29 0000E400 uprv_tzset
       2603  A2A 0004D500 uprv_uint16Comparator
       2604  A2B 0004D510 uprv_uint32Comparator
       2605  A2C 0003C900 upvec_cloneArray
       2606  A2D 0003C9B0 upvec_close
       2607  A2E 0003C9E0 upvec_compact
       2608  A2F 0003CC50 upvec_compactToUTrie2Handler
       2609  A30 0003CCE0 upvec_compactToUTrie2WithRowIndexes
       2610  A31 0003CD50 upvec_getArray
       2611  A32 0003CD80 upvec_getRow
       2612  A33 0003CDD0 upvec_getValue
       2613  A34 0003CE10 upvec_open
       2614  A35 0003CF20 upvec_setValue
       2615  A36 00003840 ures_close
       2616  A37 00098470 ures_countArrayItems
       2617  A38 00098540 ures_findResource
       2618  A39 00098690 ures_findSubResource
       2619  A3A 000016B0 ures_getAllItemsWithFallback
       2620  A3B 00098750 ures_getBinary
       2621  A3C 000987A0 ures_getByIndex
       2622  A3D 00005A10 ures_getByKey
       2623  A3E 00002C90 ures_getByKeyWithFallback
       2624  A3F 000988E0 ures_getFunctionalEquivalent
       2625  A40 000992C0 ures_getInt
       2626  A41 00099310 ures_getIntVector
       2627  A42 00099360 ures_getKey
       2628  A43 00099380 ures_getKeywordValues
       2629  A44 00099670 ures_getLocale
       2630  A45 0000C350 ures_getLocaleByType
       2631  A46 00099680 ures_getLocaleInternal
       2632  A47 000039C0 ures_getNextResource
       2633  A48 000996B0 ures_getNextString
       2634  A49 000997D0 ures_getSize
       2635  A4A 00005D60 ures_getString
       2636  A4B 000997F0 ures_getStringByIndex
       2637  A4C 00001790 ures_getStringByKey
       2638  A4D 00099910 ures_getStringByKeyWithFallback
       2639  A4E 00099A00 ures_getType
       2640  A4F 00099A30 ures_getUInt
       2641  A50 00099A80 ures_getUTF8String
       2642  A51 00099AF0 ures_getUTF8StringByIndex
       2643  A52 00099B40 ures_getUTF8StringByKey
       2644  A53 00099B90 ures_getVersion
       2645  A54 0000A5D0 ures_getVersionByKey
       2646  A55 00099BC0 ures_getVersionNumber
       2647  A56 00099BD0 ures_getVersionNumberInternal
       2648  A57 00005C90 ures_hasNext
       2649  A58 00002140 ures_initStackObject
       2650  A59 00001860 ures_open
       2651  A5A 00099D10 ures_openAvailableLocales
       2652  A5B 000018C0 ures_openDirect
       2653  A5C 00099E80 ures_openFillIn
       2654  A5D 00001890 ures_openNoDefault
       2655  A5E 00097D10 ures_openU
       2656  A5F 00099EB0 ures_resetIterator
       2657  A60 0009B050 ures_swap
       2658  A61 0009BD50 uscript_breaksBetweenLetters
       2659  A62 0000C810 uscript_closeRun
       2660  A63 0009BB40 uscript_getCode
       2661  A64 0003C6E0 uscript_getName
       2662  A65 0009BD70 uscript_getSampleString
       2663  A66 0005A810 uscript_getScript
       2664  A67 0005A880 uscript_getScriptExtensions
       2665  A68 0003C740 uscript_getShortName
       2666  A69 0009BE10 uscript_getUsage
       2667  A6A 0005A960 uscript_hasScript
       2668  A6B 0009BE30 uscript_isCased
       2669  A6C 0009BE50 uscript_isRightToLeft
       2670  A6D 0009B5E0 uscript_nextRun
       2671  A6E 0009B7D0 uscript_openRun
       2672  A6F 0009B860 uscript_resetRun
       2673  A70 0009B890 uscript_setRunText
       2674  A71 0008D990 uset_add
       2675  A72 0009BE70 uset_addAll
       2676  A73 0009BE80 uset_addAllCodePoints
       2677  A74 0008D9A0 uset_addRange
       2678  A75 0009BEE0 uset_addString
       2679  A76 0009C570 uset_applyIntPropertyValue
       2680  A77 0009C580 uset_applyPattern
       2681  A78 0009C650 uset_applyPropertyAlias
       2682  A79 0009BF40 uset_charAt
       2683  A7A 0009BF50 uset_clear
       2684  A7B 0009BF60 uset_clone
       2685  A7C 0009BF70 uset_cloneAsThawed
       2686  A7D 0009BF80 uset_close
       2687  A7E 0009C6F0 uset_closeOver
       2688  A7F 0009BFA0 uset_compact
       2689  A80 0009BFB0 uset_complement
       2690  A81 0009BFC0 uset_complementAll
       2691  A82 0009BFD0 uset_contains
       2692  A83 0009BFE0 uset_containsAll
       2693  A84 0009BFF0 uset_containsAllCodePoints
       2694  A85 0009C060 uset_containsNone
       2695  A86 0009C070 uset_containsRange
       2696  A87 000187A0 uset_containsSome
       2697  A88 0009C080 uset_containsString
       2698  A89 000197B0 uset_equals
       2699  A8A 0009C0F0 uset_freeze
       2700  A8B 0009C100 uset_getItem
       2701  A8C 0009C1A0 uset_getItemCount
       2702  A8D 0000A8C0 uset_getSerializedRange
       2703  A8E 0000C730 uset_getSerializedRangeCount
       2704  A8F 0000C530 uset_getSerializedSet
       2705  A90 0009C1C0 uset_indexOf
       2706  A91 0009C1D0 uset_isEmpty
       2707  A92 0009C1E0 uset_isFrozen
       2708  A93 0009C200 uset_open
       2709  A94 0009C240 uset_openEmpty
       2710  A95 0009C700 uset_openPattern
       2711  A96 0009C7B0 uset_openPatternOptions
       2712  A97 0008C8A0 uset_remove
       2713  A98 0009C270 uset_removeAll
       2714  A99 0009C280 uset_removeAllStrings
       2715  A9A 0009C290 uset_removeRange
       2716  A9B 0009C2A0 uset_removeString
       2717  A9C 0009C870 uset_resemblesPattern
       2718  A9D 0009C300 uset_retain
       2719  A9E 0009C310 uset_retainAll
       2720  A9F 0009C320 uset_serialize
       2721  AA0 0009C340 uset_serializedContains
       2722  AA1 0009C460 uset_set
       2723  AA2 0009C470 uset_setSerializedToOne
       2724  AA3 0009C520 uset_size
       2725  AA4 0009C530 uset_span
       2726  AA5 0009C540 uset_spanBack
       2727  AA6 0009C550 uset_spanBackUTF8
       2728  AA7 0009C560 uset_spanUTF8
       2729  AA8 0009C900 uset_toPattern
       2730  AA9 0009F570 usprep_close
       2731  AAA 0009F680 usprep_open
       2732  AAB 0009F6A0 usprep_openByType
       2733  AAC 0009F6E0 usprep_prepare
       2734  AAD 0009FC30 usprep_swap
       2735  AAE 0000E320 ustr_hashCharsN
       2736  AAF 000A4910 ustr_hashICharsN
       2737  AB0 000A4980 ustr_hashUCharsN
       2738  AB1 000A7270 utext_char32At
       2739  AB2 000A7310 utext_clone
       2740  AB3 000A7370 utext_close
       2741  AB4 000A7400 utext_copy
       2742  AB5 000A7450 utext_current32
       2743  AB6 000A7550 utext_equals
       2744  AB7 000A75C0 utext_extract
       2745  AB8 000A7600 utext_freeze
       2746  AB9 000A7610 utext_getNativeIndex
       2747  ABA 000A7640 utext_getPreviousNativeIndex
       2748  ABB 000A7700 utext_hasMetaData
       2749  ABC 000A7710 utext_isLengthExpensive
       2750  ABD 000A7720 utext_isWritable
       2751  ABE 000A7730 utext_moveIndex32
       2752  ABF 000A7820 utext_nativeLength
       2753  AC0 000A7840 utext_next32
       2754  AC1 000A7900 utext_next32From
       2755  AC2 000A79B0 utext_openCharacterIterator
       2756  AC3 000A7A50 utext_openConstUnicodeString
       2757  AC4 000A7AF0 utext_openReplaceable
       2758  AC5 000A7B80 utext_openUChars
       2759  AC6 000A7C40 utext_openUTF8
       2760  AC7 000A7CF0 utext_openUnicodeString
       2761  AC8 000A7D20 utext_previous32
       2762  AC9 000A7DE0 utext_previous32From
       2763  ACA 000A7EA0 utext_replace
       2764  ACB 000A7EF0 utext_setNativeIndex
       2765  ACC 000A7FB0 utext_setup
       2766  ACD 000A8C60 utf8_appendCharSafeBody
       2767  ACE 000A8E40 utf8_back1SafeBody
       2768  ACF 0010FF30 utf8_countTrailBytes
       2769  AD0 000A8F60 utf8_nextCharSafeBody
       2770  AD1 000A9180 utf8_prevCharSafeBody
       2771  AD2 000AA2C0 utrace_data
       2772  AD3 000AA310 utrace_entry
       2773  AD4 000AA340 utrace_exit
       2774  AD5 000AA3D0 utrace_format
       2775  AD6 000AA400 utrace_functionName
       2776  AD7 000AA470 utrace_getFunctions
