Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\shlwapi.dll

File Type: DLL

  Section contains the following exports for SHLWAPI.dll

    00000000 characteristics
    4392C932 time date stamp
        0.00 version
           1 ordinal base
         930 number of functions
         379 number of names

    ordinal hint RVA      name

        254               [NONAME] (forwarded to SHUNIMPL.#156)
        255               [NONAME] (forwarded to SHUNIMPL.#157)
        257      0001A380 [NONAME]
        258               [NONAME] (forwarded to SHUNIMPL.#158)
        259               [NONAME] (forwarded to SHUNIMPL.#159)
        260               [NONAME] (forwarded to SHCORE.#162)
        261               [NONAME] (forwarded to SHUNIMPL.#160)
        262               [NONAME] (forwarded to SHUNIMPL.#161)
        263      0001DDA0 [NONAME]
        264               [NONAME] (forwarded to SHUNIMPL.#162)
        265      0001DD80 [NONAME]
        266      00002A20 [NONAME]
        267      000041D0 [NONAME]
        268      00004240 [NONAME]
        269      00008DA0 [NONAME]
        271      0001A680 [NONAME]
        272               [NONAME] (forwarded to SHUNIMPL.#163)
        273               [NONAME] (forwarded to SHUNIMPL.#164)
        274               [NONAME] (forwarded to SHUNIMPL.#316)
        275               [NONAME] (forwarded to SHUNIMPL.#317)
        277               [NONAME] (forwarded to SHUNIMPL.#240)
        279      0001A9B0 [NONAME]
        282      00008500 [NONAME]
        283      00007FB0 [NONAME]
        284      00008090 [NONAME]
        285      0001D900 [NONAME]
        286      0001D930 [NONAME]
        287      00007F20 [NONAME]
        288      00008020 [NONAME]
        289               [NONAME] (forwarded to WINMM.PlaySoundW)
        290               [NONAME] (forwarded to SHUNIMPL.#247)
        291      0001AC30 [NONAME]
        292      0001AD50 [NONAME]
        293               [NONAME] (forwarded to SHUNIMPL.#165)
        294      00027920 [NONAME]
        295      000279D0 [NONAME]
        296               [NONAME] (forwarded to SHUNIMPL.#314)
        297               [NONAME] (forwarded to SHUNIMPL.#315)
        298               [NONAME] (forwarded to KERNEL32.WritePrivateProfileStringW)
        299               [NONAME] (forwarded to GDI32.ExtTextOutW)
        300               [NONAME] (forwarded to GDI32.CreateFontW)
        301               [NONAME] (forwarded to USER32.DrawTextExW)
        302               [NONAME] (forwarded to USER32.GetMenuItemInfoW)
        303               [NONAME] (forwarded to USER32.InsertMenuItemW)
        304               [NONAME] (forwarded to GDI32.CreateMetaFileW)
        305               [NONAME] (forwarded to KERNEL32.CreateMutexW)
        306               [NONAME] (forwarded to KERNEL32.ExpandEnvironmentStringsW)
        307               [NONAME] (forwarded to KERNEL32.CreateSemaphoreW)
        308               [NONAME] (forwarded to KERNEL32.IsBadStringPtrW)
        309               [NONAME] (forwarded to KERNEL32.LoadLibraryW)
        310               [NONAME] (forwarded to KERNEL32.GetTimeFormatW)
        311               [NONAME] (forwarded to KERNEL32.GetDateFormatW)
        312               [NONAME] (forwarded to KERNEL32.GetPrivateProfileStringW)
        313               [NONAME] (forwarded to SHELL32.SHGetFileInfoW)
        314               [NONAME] (forwarded to USER32.RegisterClassExW)
        315               [NONAME] (forwarded to USER32.GetClassInfoExW)
        316      00004B50 [NONAME]
        317      00007810 [NONAME]
        318               [NONAME] (forwarded to SHELL32.DragQueryFileW)
        319               [NONAME] (forwarded to USER32.FindWindowExW)
        320               [NONAME] (forwarded to SHUNIMPL.#454)
        321               [NONAME] (forwarded to SHUNIMPL.#455)
        322               [NONAME] (forwarded to SHUNIMPL.#456)
        323               [NONAME] (forwarded to SHUNIMPL.#457)
        324               [NONAME] (forwarded to SHUNIMPL.#458)
        325               [NONAME] (forwarded to SHUNIMPL.#459)
        326               [NONAME] (forwarded to SHUNIMPL.#460)
        327               [NONAME] (forwarded to SHUNIMPL.#461)
        328               [NONAME] (forwarded to SHUNIMPL.#462)
        329               [NONAME] (forwarded to SHUNIMPL.#463)
        330               [NONAME] (forwarded to SHUNIMPL.#464)
        331      0001DAA0 [NONAME]
        332               [NONAME] (forwarded to USER32.CallMsgFilterW)
        333               [NONAME] (forwarded to SHELL32.SHBrowseForFolderW)
        334               [NONAME] (forwarded to SHELL32.SHGetPathFromIDListW)
        335               [NONAME] (forwarded to SHELL32.ShellExecuteExW)
        336               [NONAME] (forwarded to SHELL32.SHFileOperationW)
        337               [NONAME] (forwarded to SHELL32.ExtractIconExW)
        338               [NONAME] (forwarded to KERNEL32.SetFileAttributesW)
        339               [NONAME] (forwarded to KERNEL32.GetNumberFormatW)
        340               [NONAME] (forwarded to USER32.MessageBoxW)
        341               [NONAME] (forwarded to KERNEL32.FindNextFileW)
        342      0001A770 [NONAME]
        343               [NONAME] (forwarded to SHUNIMPL.#166)
        344      0000B0B0 [NONAME]
        347      0001DB70 [NONAME]
        348      00016520 [NONAME]
        349      00012970 [NONAME]
        350      0001D7F0 [NONAME]
        351      0001D810 [NONAME]
        352      0001D840 [NONAME]
        355      00019960 [NONAME]
        356               [NONAME] (forwarded to SHUNIMPL.#167)
        357               [NONAME] (forwarded to SHELL32.SHGetNewLinkInfoW)
        358               [NONAME] (forwarded to SHELL32.SHDefExtractIconW)
        359               [NONAME] (forwarded to KERNEL32.OpenEventW)
        360               [NONAME] (forwarded to KERNEL32.RemoveDirectoryW)
        361               [NONAME] (forwarded to KERNEL32.GetShortPathNameW)
        362               [NONAME] (forwarded to SHUNIMPL.#465)
        363      0001A780 [NONAME]
        364      000128A0 [NONAME]
        365      00004040 [NONAME]
        366      0001DBD0 [NONAME]
        367               [NONAME] (forwarded to KERNEL32.WritePrivateProfileStructW)
        368               [NONAME] (forwarded to KERNEL32.GetPrivateProfileStructW)
        369               [NONAME] (forwarded to KERNEL32.CreateProcessW)
        370               [NONAME] (forwarded to SHELL32.ExtractIconW)
        371               [NONAME] (forwarded to USER32.DdeInitializeW)
        372               [NONAME] (forwarded to USER32.DdeCreateStringHandleW)
        373               [NONAME] (forwarded to USER32.DdeQueryStringW)
        374               [NONAME] (forwarded to SHUNIMPL.#344)
        375               [NONAME] (forwarded to SHUNIMPL.#345)
        376               [NONAME] (forwarded to KERNEL32.GetThreadUILanguage)
        379               [NONAME] (forwarded to SHELL32.Shell_GetCachedImageIndexW)
        380               [NONAME] (forwarded to SHELL32.Shell_GetCachedImageIndexA)
        381      000142B0 [NONAME]
        382      000283D0 [NONAME]
        383      00028580 [NONAME]
        384      0001B0D0 [NONAME]
        385               [NONAME] (forwarded to SHUNIMPL.#338)
        386               [NONAME] (forwarded to SHUNIMPL.#339)
        387               [NONAME] (forwarded to SHUNIMPL.#340)
        389               [NONAME] (forwarded to COMDLG32.GetSaveFileNameW)
        390               [NONAME] (forwarded to SHUNIMPL.#209)
        391               [NONAME] (forwarded to MPR.WNetGetLastErrorW)
        392               [NONAME] (forwarded to USER32.EndDialog)
        393               [NONAME] (forwarded to USER32.CreateDialogIndirectParamW)
        394               [NONAME] (forwarded to SHELL32.SHChangeNotify)
        395               [NONAME] (forwarded to USER32.WinHelpA)
        396               [NONAME] (forwarded to SHUNIMPL.#320)
        397               [NONAME] (forwarded to USER32.WinHelpW)
        398               [NONAME] (forwarded to SHUNIMPL.#321)
        399      0000E180 [NONAME]
        400      0000E190 [NONAME]
        401               [NONAME] (forwarded to COMDLG32.PageSetupDlgW)
        402               [NONAME] (forwarded to COMDLG32.PrintDlgW)
        403               [NONAME] (forwarded to COMDLG32.GetOpenFileNameW)
        404               [NONAME] (forwarded to SHUNIMPL.#313)
        405               [NONAME] (forwarded to SHUNIMPL.#466)
        406               [NONAME] (forwarded to SHUNIMPL.#467)
        407      00014720 [NONAME]
        408      00014920 [NONAME]
        409      000144A0 [NONAME]
        410      000143E0 [NONAME]
        411               [NONAME] (forwarded to SHUNIMPL.#238)
        412               [NONAME] (forwarded to SHUNIMPL.#239)
        413      00016CD0 [NONAME]
        414               [NONAME] (forwarded to SHUNIMPL.#323)
        415               [NONAME] (forwarded to SHUNIMPL.#322)
        416               [NONAME] (forwarded to SHUNIMPL.#325)
        417               [NONAME] (forwarded to SHUNIMPL.#324)
        418               [NONAME] (forwarded to SHUNIMPL.#468)
        419               [NONAME] (forwarded to SHELL32.SHFlushSFCache)
        420               [NONAME] (forwarded to SHUNIMPL.#241)
        421               [NONAME] (forwarded to SHUNIMPL.#242)
        422               [NONAME] (forwarded to SHUNIMPL.#168)
        423               [NONAME] (forwarded to SHUNIMPL.#169)
        424               [NONAME] (forwarded to SHUNIMPL.#170)
        425               [NONAME] (forwarded to USER32.DeleteMenu)
        426               [NONAME] (forwarded to USER32.DestroyMenu)
        427               [NONAME] (forwarded to USER32.TrackPopupMenu)
        428               [NONAME] (forwarded to USER32.TrackPopupMenuEx)
        429               [NONAME] (forwarded to SHUNIMPL.#331)
        430               [NONAME] (forwarded to SHUNIMPL.#332)
        431               [NONAME] (forwarded to SHUNIMPL.#333)
        434               [NONAME] (forwarded to USER32.SendMessageTimeoutW)
        435      000198A0 [NONAME]
        436      000198B0 [NONAME]
        438      00016FD0 [NONAME]
        439               [NONAME] (forwarded to SHCORE.#126)
        440               [NONAME] (forwarded to SHUNIMPL.#469)
        441               [NONAME] (forwarded to SHUNIMPL.#470)
        442               [NONAME] (forwarded to KERNEL32.GetEnvironmentVariableW)
        443               [NONAME] (forwarded to KERNEL32.GetSystemWindowsDirectoryA)
        444               [NONAME] (forwarded to KERNEL32.GetSystemWindowsDirectoryW)
        445      00011800 [NONAME]
        447      00011190 [NONAME]
        448      000158F0 [NONAME]
        449      000111C0 [NONAME]
        450      00015920 [NONAME]
        451      00011160 [NONAME]
        452      000158C0 [NONAME]
        453      00011130 [NONAME]
        454      00015890 [NONAME]
        455      0000DD20 [NONAME]
        456      0000DD30 [NONAME]
        457               [NONAME] (forwarded to KERNEL32.GetLongPathNameW)
        458               [NONAME] (forwarded to KERNEL32.GetLongPathNameA)
        459      0000DEB0 [NONAME]
        460      00007C40 [NONAME]
        461               [NONAME] (forwarded to SHUNIMPL.#428)
        463      000128D0 [NONAME]
        464      00006DD0 [NONAME]
        465      00012410 [NONAME]
        466      00016150 [NONAME]
        468      00015060 [NONAME]
        469      000150F0 [NONAME]
        470               [NONAME] (forwarded to SHUNIMPL.#346)
        471      00003E00 [NONAME]
        472      0001EEF0 [NONAME]
        473               [NONAME] (forwarded to SHUNIMPL.#171)
        474               [NONAME] (forwarded to SHUNIMPL.#172)
        475               [NONAME] (forwarded to SHUNIMPL.#211)
        476               [NONAME] (forwarded to SHCORE.#193)
        477      0001F130 [NONAME]
        478      000051B0 [NONAME]
        479      00005120 [NONAME]
        480               [NONAME] (forwarded to SHUNIMPL.#341)
        481      00019BA0 [NONAME]
        482               [NONAME] (forwarded to SHUNIMPL.#369)
        483               [NONAME] (forwarded to SHUNIMPL.#370)
        484      000083D0 [NONAME]
        485               [NONAME] (forwarded to SHCORE.#103)
        486               [NONAME] (forwarded to SHCORE.#104)
        488               [NONAME] (forwarded to SHUNIMPL.#347)
        489               [NONAME] (forwarded to KERNEL32.GlobalAddAtomW)
        490               [NONAME] (forwarded to KERNEL32.GlobalFindAtomW)
        491      0001A750 [NONAME]
        492               [NONAME] (forwarded to SHUNIMPL.#357)
        493      0001F240 [NONAME]
        494      0001F210 [NONAME]
        495      0001F320 [NONAME]
        496      0001F1A0 [NONAME]
        497      0001F2B0 [NONAME]
        498               [NONAME] (forwarded to SHUNIMPL.#348)
        499      0001F270 [NONAME]
        500               [NONAME] (forwarded to SHCORE.#210)
        501               [NONAME] (forwarded to SHCORE.#211)
        502               [NONAME] (forwarded to SHCORE.#212)
        503               [NONAME] (forwarded to SHCORE.#213)
        504      00018330 [NONAME]
        505      0001F190 [NONAME]
        506      0001F2A0 [NONAME]
        507      0001F180 [NONAME]
        508      0001F290 [NONAME]
        509      000076B0 [NONAME]
        510      0001DD40 [NONAME]
        511      00005240 [NONAME]
        514               [NONAME] (forwarded to SHCORE.#140)
        516      00002FA0 [NONAME]
        517      00004C40 [NONAME]
        518      0001B430 [NONAME]
        519      00008AC0 [NONAME]
        520      0001F170 [NONAME]
        521      0001F1C0 [NONAME]
        522      0001F2D0 [NONAME]
        523      0001F1F0 [NONAME]
        524      0001F300 [NONAME]
        525      0001F1D0 [NONAME]
        526      0001F2E0 [NONAME]
        527      0001F200 [NONAME]
        528      0001F310 [NONAME]
        529      0001F1B0 [NONAME]
        530      0001F2C0 [NONAME]
        531      0001F230 [NONAME]
        532      0001F330 [NONAME]
        533      00008860 [NONAME]
        534      0001F160 [NONAME]
        535      0001F150 [NONAME]
        536      00009030 [NONAME]
        537      0001A350 [NONAME]
        538      00019C20 [NONAME]
        539      00019D60 [NONAME]
        540      0001A7B0 [NONAME]
        541      0001A920 [NONAME]
        542      000198C0 [NONAME]
        543               [NONAME] (forwarded to GDI32.CreateColorSpaceW)
        544      000063D0 [NONAME]
        545      0001A560 [NONAME]
        546      000198D0 [NONAME]
        547               [NONAME] (forwarded to SHUNIMPL.#173)
        548      000054C0 [NONAME]
        549      0001E8F0 [NONAME]
        550               [NONAME] (forwarded to SHUNIMPL.#174)
        551               [NONAME] (forwarded to SHUNIMPL.#175)
        552               [NONAME] (forwarded to SHUNIMPL.#176)
        554               [NONAME] (forwarded to SHUNIMPL.#177)
        555               [NONAME] (forwarded to SHUNIMPL.#178)
        556               [NONAME] (forwarded to SHUNIMPL.#179)
        557               [NONAME] (forwarded to SHUNIMPL.#180)
        558               [NONAME] (forwarded to SHUNIMPL.#181)
        559               [NONAME] (forwarded to SHUNIMPL.#443)
        560               [NONAME] (forwarded to SHCORE.#191)
        561      000142D0 [NONAME]
        562      0000DAF0 [NONAME]
        563               [NONAME] (forwarded to SHUNIMPL.#167)
        564               [NONAME] (forwarded to SHUNIMPL.#182)
        565               [NONAME] (forwarded to SHUNIMPL.#183)
        566               [NONAME] (forwarded to SHUNIMPL.#180)
        571      0001A830 [NONAME]
        572      00002030 [NONAME]
        573               [NONAME] (forwarded to SHUNIMPL.#349)
        574               [NONAME] (forwarded to SHUNIMPL.#350)
        575      00019EF0 [NONAME]
        576               [NONAME] (forwarded to SHCORE.#127)
        577      0001F250 [NONAME]
        578      0001F340 [NONAME]
        580      0001C110 [NONAME]
        581      00006590 [NONAME]
        582      0001C370 [NONAME]
        583      00001D90 [NONAME]
        598               [NONAME] (forwarded to SHUNIMPL.#210)
        599               [NONAME] (forwarded to SHCORE.#152)
        600               [NONAME] (forwarded to SHCORE.#153)
        601               [NONAME] (forwarded to SHUNIMPL.#352)
        602               [NONAME] (forwarded to SHUNIMPL.#351)
        603               [NONAME] (forwarded to SHUNIMPL.#353)
        604               [NONAME] (forwarded to SHUNIMPL.#354)
        605               [NONAME] (forwarded to SHUNIMPL.#355)
        606               [NONAME] (forwarded to SHUNIMPL.#356)
        611               [NONAME] (forwarded to SHCORE.#141)
        613      0001F2F0 [NONAME]
        614      0001F1E0 [NONAME]
        616      0001E580 [NONAME]
        617      00001F80 [NONAME]
        618               [NONAME] (forwarded to SHCORE.#190)
        619               [NONAME] (forwarded to SHCORE.#192)
        621      000270C0 [NONAME]
        626      0001EE10 [NONAME]
        627               [NONAME] (forwarded to SHCORE.#110)
        628               [NONAME] (forwarded to SHCORE.#109)
        631      0000B0D0 [NONAME]
        632               [NONAME] (forwarded to SHCORE.#130)
        633               [NONAME] (forwarded to SHCORE.#131)
        634               [NONAME] (forwarded to SHCORE.#132)
        635      00003720 [NONAME]
        636      0001F260 [NONAME]
        637      0001F350 [NONAME]
        638      00019E60 [NONAME]
        639      0001A7F0 [NONAME]
        640      0001A960 [NONAME]
        641      0001DD30 [NONAME]
        642               [NONAME] (forwarded to SHUNIMPL.#442)
        643      00016180 [NONAME]
        644               [NONAME] (forwarded to SHCORE.#107)
        645               [NONAME] (forwarded to SHCORE.#108)
        646               [NONAME] (forwarded to SHCORE.#101)
        647               [NONAME] (forwarded to SHCORE.#100)
        648               [NONAME] (forwarded to SHCORE.#161)

  Summary

        1000 .data
        1000 .didat
        3000 .pdata
       20000 .rdata
        1000 .reloc
        1000 .rsrc
       2A000 .text
