Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\libcrypto.dll

File Type: DLL

  Section contains the following exports for libcrypto.dll

    00000000 characteristics
    FFFFFFFF time date stamp
        0.00 version
           1 ordinal base
        3477 number of functions
        3477 number of names

    ordinal hint RVA      name

       2727  AA6 000BB000 X509_REVOKED_get_ext_count
       2728  AA7 000BB010 X509_REVOKED_get_ext_d2i
       2729  AA8 000FDBD0 X509_REVOKED_it
       2730  AA9 0001E600 X509_REVOKED_new
       2731  AAA 000C1B20 X509_REVOKED_set_revocationDate
       2732  AAB 000C1B80 X509_REVOKED_set_serialNumber
       2733  AAC 00020030 X509_SIG_free
       2734  AAD 000FE4D0 X509_SIG_it
       2735  AAE 00020040 X509_SIG_new
       2736  AAF 000BE0D0 X509_STORE_CTX_cleanup
       2737  AB0 000BE170 X509_STORE_CTX_free
       2738  AB1 000BE190 X509_STORE_CTX_get0_current_crl
       2739  AB2 000BE1A0 X509_STORE_CTX_get0_current_issuer
       2740  AB3 00065730 X509_STORE_CTX_get0_param
       2741  AB4 000BE1B0 X509_STORE_CTX_get0_parent_ctx
       2742  AB5 000BE1C0 X509_STORE_CTX_get0_policy_tree
       2743  AB6 000BE1D0 X509_STORE_CTX_get1_chain
       2744  AB7 000BB4C0 X509_STORE_CTX_get1_issuer
       2745  AB8 000BE260 X509_STORE_CTX_get_chain
       2746  AB9 000BE270 X509_STORE_CTX_get_current_cert
       2747  ABA 000BE280 X509_STORE_CTX_get_error
       2748  ABB 000BE290 X509_STORE_CTX_get_error_depth
       2749  ABC 000BE2A0 X509_STORE_CTX_get_ex_data
       2750  ABD 000BE2B0 X509_STORE_CTX_get_ex_new_index
       2751  ABE 000BE2E0 X509_STORE_CTX_get_explicit_policy
       2752  ABF 000BE2F0 X509_STORE_CTX_init
       2753  AC0 000BE510 X509_STORE_CTX_new
       2754  AC1 000BE550 X509_STORE_CTX_purpose_inherit
       2755  AC2 00040600 X509_STORE_CTX_set0_crls
       2756  AC3 000BE640 X509_STORE_CTX_set0_param
       2757  AC4 00077150 X509_STORE_CTX_set_cert
       2758  AC5 00077140 X509_STORE_CTX_set_chain
       2759  AC6 000BE670 X509_STORE_CTX_set_default
       2760  AC7 000BE6A0 X509_STORE_CTX_set_depth
       2761  AC8 000BE6B0 X509_STORE_CTX_set_error
       2762  AC9 000BE6C0 X509_STORE_CTX_set_ex_data
       2763  ACA 000BE6D0 X509_STORE_CTX_set_flags
       2764  ACB 000BE6E0 X509_STORE_CTX_set_purpose
       2765  ACC 000BE6F0 X509_STORE_CTX_set_time
       2766  ACD 000BE700 X509_STORE_CTX_set_trust
       2767  ACE 000BE710 X509_STORE_CTX_set_verify_cb
       2768  ACF 000BE720 X509_STORE_CTX_trusted_stack
       2769  AD0 000BB720 X509_STORE_add_cert
       2770  AD1 000BB880 X509_STORE_add_crl
       2771  AD2 000BB9E0 X509_STORE_add_lookup
       2772  AD3 000BBAC0 X509_STORE_free
       2773  AD4 000BBBC0 X509_STORE_get1_certs
       2774  AD5 000BBDC0 X509_STORE_get1_crls
       2775  AD6 000BBFC0 X509_STORE_get_by_subject
       2776  AD7 000BAC70 X509_STORE_load_locations
       2777  AD8 000BAD30 X509_STORE_load_mem
       2778  AD9 000BC140 X509_STORE_new
       2779  ADA 000BC220 X509_STORE_set1_param
       2780  ADB 000BADB0 X509_STORE_set_default_paths
       2781  ADC 000BC230 X509_STORE_set_depth
       2782  ADD 000BC250 X509_STORE_set_flags
       2783  ADE 000BC260 X509_STORE_set_purpose
       2784  ADF 000BC270 X509_STORE_set_trust
       2785  AE0 000BC280 X509_STORE_set_verify_cb
       2786  AE1 000BD170 X509_TRUST_add
       2787  AE2 000BD330 X509_TRUST_cleanup
       2788  AE3 000BD3A0 X509_TRUST_get0
       2789  AE4 000B4F40 X509_TRUST_get0_name
       2790  AE5 000BD3D0 X509_TRUST_get_by_id
       2791  AE6 000BD410 X509_TRUST_get_count
       2792  AE7 00010520 X509_TRUST_get_flags
       2793  AE8 0001C4B0 X509_TRUST_get_trust
       2794  AE9 000BD440 X509_TRUST_set
       2795  AEA 000BD4C0 X509_TRUST_set_default
       2796  AEB 000200F0 X509_VAL_free
       2797  AEC 000FE6B0 X509_VAL_it
       2798  AED 00020100 X509_VAL_new
       2799  AEE 000C0FF0 X509_VERIFY_PARAM_add0_policy
       2800  AEF 000C1050 X509_VERIFY_PARAM_add0_table
       2801  AF0 000C1110 X509_VERIFY_PARAM_clear_flags
       2802  AF1 000C1120 X509_VERIFY_PARAM_free
       2803  AF2 000C1150 X509_VERIFY_PARAM_get_depth
       2804  AF3 000C1160 X509_VERIFY_PARAM_get_flags
       2805  AF4 000C1170 X509_VERIFY_PARAM_inherit
       2806  AF5 000C14E0 X509_VERIFY_PARAM_lookup
       2807  AF6 000C1580 X509_VERIFY_PARAM_new
       2808  AF7 000C15D0 X509_VERIFY_PARAM_set1
       2809  AF8 000C1600 X509_VERIFY_PARAM_set1_name
       2810  AF9 000C1660 X509_VERIFY_PARAM_set1_policies
       2811  AFA 0002B930 X509_VERIFY_PARAM_set_depth
       2812  AFB 000C1760 X509_VERIFY_PARAM_set_flags
       2813  AFC 000C1780 X509_VERIFY_PARAM_set_purpose
       2814  AFD 000C1790 X509_VERIFY_PARAM_set_time
       2815  AFE 000C17A0 X509_VERIFY_PARAM_set_trust
       2816  AFF 000C17B0 X509_VERIFY_PARAM_table_cleanup
       2817  B00 000BB020 X509_add1_ext_i2d
       2818  B01 00020450 X509_add1_reject_object
       2819  B02 000204F0 X509_add1_trust_object
       2820  B03 000BB030 X509_add_ext
       2821  B04 00020590 X509_alias_get0
       2822  B05 000205D0 X509_alias_set1
       2823  B06 000C2980 X509_certificate_type
       2824  B07 000CD870 X509_check_akid
       2825  B08 000CD970 X509_check_ca
       2826  B09 000CF640 X509_check_email
       2827  B0A 000CF6B0 X509_check_host
       2828  B0B 000CF730 X509_check_ip
       2829  B0C 000CF760 X509_check_ip_asc
       2830  B0D 000CDA30 X509_check_issued
       2831  B0E 000BA7A0 X509_check_private_key
       2832  B0F 000CDB00 X509_check_purpose
       2833  B10 000BD4D0 X509_check_trust
       2834  B11 000BA860 X509_cmp
       2835  B12 000BE730 X509_cmp_current_time
       2836  B13 000BE740 X509_cmp_time
       2837  B14 000BB050 X509_delete_ext
       2838  B15 000C2CB0 X509_digest
       2839  B16 00020250 X509_dup
       2840  B17 000CF7E0 X509_email_free
       2841  B18 000BA8B0 X509_find_by_issuer_and_serial
       2842  B19 000BA950 X509_find_by_subject
       2843  B1A 00020260 X509_free
       2844  B1B 000BAA20 X509_get0_pubkey_bitstr
       2845  B1C 000CF7F0 X509_get1_email
       2846  B1D 000CF850 X509_get1_ocsp
       2847  B1E 000BAE40 X509_get_default_cert_area
       2848  B1F 000BAE50 X509_get_default_cert_dir
       2849  B20 000BAE60 X509_get_default_cert_dir_env
       2850  B21 000BAE70 X509_get_default_cert_file
       2851  B22 000BAE80 X509_get_default_cert_file_env
       2852  B23 000BAE90 X509_get_default_private_dir
       2853  B24 00020270 X509_get_ex_data
       2854  B25 00020280 X509_get_ex_new_index
       2855  B26 000BB060 X509_get_ext
       2856  B27 000BB070 X509_get_ext_by_NID
       2857  B28 000BB080 X509_get_ext_by_OBJ
       2858  B29 000BB090 X509_get_ext_by_critical
       2859  B2A 000BB0A0 X509_get_ext_count
       2860  B2B 000BB0B0 X509_get_ext_d2i
       2861  B2C 000BAA40 X509_get_issuer_name
       2862  B2D 000BAA50 X509_get_pubkey
       2863  B2E 000BE840 X509_get_pubkey_parameters
       2864  B2F 000BAA70 X509_get_serialNumber
       2865  B30 000BAA80 X509_get_subject_name
       2866  B31 000BE990 X509_gmtime_adj
       2867  B32 000BAA90 X509_issuer_and_serial_cmp
       2868  B33 000BAAD0 X509_issuer_and_serial_hash
       2869  B34 000BABF0 X509_issuer_name_cmp
       2870  B35 000BAC10 X509_issuer_name_hash
       2871  B36 000BAC20 X509_issuer_name_hash_old
       2872  B37 000FE740 X509_it
       2873  B38 000206A0 X509_keyid_get0
       2874  B39 000206E0 X509_keyid_set1
       2875  B3A 000B94C0 X509_load_cert_crl_file
       2876  B3B 000B9610 X509_load_cert_file
       2877  B3C 000B97B0 X509_load_crl_file
       2878  B3D 000202B0 X509_new
       2879  B3E 00018300 X509_ocspid_print
       2880  B3F 000C40D0 X509_policy_check
       2881  B40 000C3BC0 X509_policy_level_get0_node
       2882  B41 000C3BF0 X509_policy_level_node_count
       2883  B42 000B7740 X509_policy_node_get0_parent
       2884  B43 000C3C30 X509_policy_node_get0_policy
       2885  B44 000C3C40 X509_policy_node_get0_qualifiers
       2886  B45 000C4480 X509_policy_tree_free
       2887  B46 000C3C50 X509_policy_tree_get0_level
       2888  B47 000C3C70 X509_policy_tree_get0_policies
       2889  B48 000C3C80 X509_policy_tree_get0_user_policies
       2890  B49 000C3CA0 X509_policy_tree_level_count
       2891  B4A 000184A0 X509_print
       2892  B4B 000184B0 X509_print_ex
       2893  B4C 000189B0 X509_print_ex_fp
       2894  B4D 00018A60 X509_print_fp
       2895  B4E 000C2CD0 X509_pubkey_digest
       2896  B4F 000207B0 X509_reject_clear
       2897  B50 000202C0 X509_set_ex_data
       2898  B51 000BCF10 X509_set_issuer_name
       2899  B52 000BCF30 X509_set_notAfter
       2900  B53 000BCFB0 X509_set_notBefore
       2901  B54 000BD020 X509_set_pubkey
       2902  B55 000BD040 X509_set_serialNumber
       2903  B56 000BD0A0 X509_set_subject_name
       2904  B57 000C1A50 X509_set_version
       2905  B58 000C2D40 X509_sign
       2906  B59 000C2D80 X509_sign_ctx
       2907  B5A 00018B00 X509_signature_dump
       2908  B5B 00018C00 X509_signature_print
       2909  B5C 000BAC30 X509_subject_name_cmp
       2910  B5D 000BAC50 X509_subject_name_hash
       2911  B5E 000BAC60 X509_subject_name_hash_old
       2912  B5F 000CDC50 X509_supported_extension
       2913  B60 000BE9D0 X509_time_adj
       2914  B61 000BEA10 X509_time_adj_ex
       2915  B62 000BCE10 X509_to_X509_REQ
       2916  B63 000207F0 X509_trust_clear
       2917  B64 000C2DC0 X509_up_ref
       2918  B65 000C2E00 X509_verify
       2919  B66 000BEA60 X509_verify_cert
       2920  B67 000BD730 X509_verify_cert_error_string
       2921  B68 000BA0C0 X509at_add1_attr
       2922  B69 000BA1B0 X509at_add1_attr_by_NID
       2923  B6A 000BA260 X509at_add1_attr_by_OBJ
       2924  B6B 000BA2C0 X509at_add1_attr_by_txt
       2925  B6C 000BDEC0 X509at_delete_attr
       2926  B6D 000BA390 X509at_get0_data_by_OBJ
       2927  B6E 000BA4C0 X509at_get_attr
       2928  B6F 000BA510 X509at_get_attr_by_NID
       2929  B70 000BDFC0 X509at_get_attr_by_OBJ
       2930  B71 000BA560 X509at_get_attr_count
       2931  B72 000BDDB0 X509v3_add_ext
       2932  B73 000BDEC0 X509v3_delete_ext
       2933  B74 000BA4C0 X509v3_get_ext
       2934  B75 000BDF10 X509v3_get_ext_by_NID
       2935  B76 000BDFC0 X509v3_get_ext_by_OBJ
       2936  B77 000BE040 X509v3_get_ext_by_critical
       2937  B78 000BE0C0 X509v3_get_ext_count
       2938  B79 00054ED0 X9_62_CHARACTERISTIC_TWO_free
       2939  B7A 0010F2D0 X9_62_CHARACTERISTIC_TWO_it
       2940  B7B 00054EE0 X9_62_CHARACTERISTIC_TWO_new
       2941  B7C 0010F470 X9_62_CURVE_it
       2942  B7D 0010F3E0 X9_62_FIELDID_it
       2943  B7E 00054EF0 X9_62_PENTANOMIAL_free
       2944  B7F 0010F170 X9_62_PENTANOMIAL_it
       2945  B80 00054F00 X9_62_PENTANOMIAL_new
       2946  B81 000FDEA0 ZLONG_it
       2947  B82 0000B290 a2d_ASN1_OBJECT
       2948  B83 00014C20 a2i_ASN1_ENUMERATED
       2949  B84 00014FA0 a2i_ASN1_INTEGER
       2950  B85 00015360 a2i_ASN1_STRING
       2951  B86 000C5CF0 a2i_GENERAL_NAME
       2952  B87 000CF980 a2i_IPADDRESS
       2953  B88 000CFA10 a2i_IPADDRESS_NC
       2954  B89 000CFB00 a2i_ipadd
       2955  B8A 000D3020 arc4random
       2956  B8B 000D3140 arc4random_buf
       2957  B8C 000D3B30 arc4random_uniform
       2958  B8D 00010920 asn1_Finish
       2959  B8E 00010980 asn1_GetSequence
       2960  B8F 00010A40 asn1_add_error
       2961  B90 00010920 asn1_const_Finish
       2962  B91 0001D570 asn1_do_adb
       2963  B92 0001D640 asn1_do_lock
       2964  B93 0001D6A0 asn1_enc_free
       2965  B94 0001D6F0 asn1_enc_init
       2966  B95 0001D730 asn1_enc_restore
       2967  B96 0001D7C0 asn1_enc_save
       2968  B97 0001A470 asn1_ex_c2i
       2969  B98 0001D860 asn1_get_choice_selector
       2970  B99 0001D870 asn1_get_field_ptr
       2971  B9A 0001D890 asn1_set_choice_selector
       2972  B9B 000D1C40 asprintf
       2973  B9C 00095070 b2i_PVK_bio
       2974  B9D 000952E0 b2i_PrivateKey
       2975  B9E 000952F0 b2i_PrivateKey_bio
       2976  B9F 00095300 b2i_PublicKey
       2977  BA0 00095310 b2i_PublicKey_bio
       2978  BA1 00008AF0 c2i_ASN1_BIT_STRING
       2979  BA2 0000A590 c2i_ASN1_INTEGER
       2980  BA3 0000B690 c2i_ASN1_OBJECT
       2981  BA4 0008C020 check_defer
       2982  BA5 000CA5E0 d2i_ACCESS_DESCRIPTION
       2983  BA6 0001D2D0 d2i_ASN1_BIT_STRING
       2984  BA7 0001D2E0 d2i_ASN1_BMPSTRING
       2985  BA8 00008D60 d2i_ASN1_BOOLEAN
       2986  BA9 0001D2F0 d2i_ASN1_ENUMERATED
       2987  BAA 0001D300 d2i_ASN1_GENERALIZEDTIME
       2988  BAB 0001D310 d2i_ASN1_GENERALSTRING
       2989  BAC 0001D320 d2i_ASN1_IA5STRING
       2990  BAD 0001D330 d2i_ASN1_INTEGER
       2991  BAE 0001D340 d2i_ASN1_NULL
       2992  BAF 0000B8C0 d2i_ASN1_OBJECT
       2993  BB0 0001D350 d2i_ASN1_OCTET_STRING
       2994  BB1 0001D360 d2i_ASN1_PRINTABLE
       2995  BB2 0001D370 d2i_ASN1_PRINTABLESTRING
       2996  BB3 0001D380 d2i_ASN1_SEQUENCE_ANY
       2997  BB4 0000BDC0 d2i_ASN1_SET
       2998  BB5 0001D390 d2i_ASN1_SET_ANY
       2999  BB6 0001D3A0 d2i_ASN1_T61STRING
       3000  BB7 0000D7A0 d2i_ASN1_TIME
       3001  BB8 0001D3B0 d2i_ASN1_TYPE
       3002  BB9 0000A730 d2i_ASN1_UINTEGER
       3003  BBA 0001D3C0 d2i_ASN1_UNIVERSALSTRING
       3004  BBB 0001D3D0 d2i_ASN1_UTCTIME
       3005  BBC 0001D3E0 d2i_ASN1_UTF8STRING
       3006  BBD 0001D3F0 d2i_ASN1_VISIBLESTRING
       3007  BBE 00008E90 d2i_ASN1_bytes
       3008  BBF 000091A0 d2i_ASN1_type_bytes
       3009  BC0 000CA5F0 d2i_AUTHORITY_INFO_ACCESS
       3010  BC1 000C5180 d2i_AUTHORITY_KEYID
       3011  BC2 00014320 d2i_AutoPrivateKey
       3012  BC3 000C6B00 d2i_BASIC_CONSTRAINTS
       3013  BC4 000C8240 d2i_CERTIFICATEPOLICIES
       3014  BC5 000C93C0 d2i_CRL_DIST_POINTS
       3015  BC6 0004C7C0 d2i_DHparams
       3016  BC7 0004C7D0 d2i_DHparams_bio
       3017  BC8 0004C7F0 d2i_DHparams_fp
       3018  BC9 0001D400 d2i_DIRECTORYSTRING
       3019  BCA 0001D410 d2i_DISPLAYTEXT
       3020  BCB 000C93D0 d2i_DIST_POINT
       3021  BCC 000C93E0 d2i_DIST_POINT_NAME
       3022  BCD 0004EA90 d2i_DSAPrivateKey
       3023  BCE 000C2E60 d2i_DSAPrivateKey_bio
       3024  BCF 000C2E80 d2i_DSAPrivateKey_fp
       3025  BD0 0004EAA0 d2i_DSAPublicKey
       3026  BD1 0001F8C0 d2i_DSA_PUBKEY
       3027  BD2 000C2EA0 d2i_DSA_PUBKEY_bio
       3028  BD3 000C2EC0 d2i_DSA_PUBKEY_fp
       3029  BD4 0004EAB0 d2i_DSA_SIG
       3030  BD5 0004EAC0 d2i_DSAparams
       3031  BD6 0004EAD0 d2i_DSAparams_bio
       3032  BD7 0004EAF0 d2i_DSAparams_fp
       3033  BD8 000607E0 d2i_ECDSA_SIG
       3034  BD9 00054F10 d2i_ECPKPARAMETERS
       3035  BDA 00054F20 d2i_ECPKParameters
       3036  BDB 00054FD0 d2i_ECParameters
       3037  BDC 00055180 d2i_ECPrivateKey
       3038  BDD 000C2EE0 d2i_ECPrivateKey_bio
       3039  BDE 000C2F00 d2i_ECPrivateKey_fp
       3040  BDF 00055430 d2i_EC_PRIVATEKEY
       3041  BE0 0001F960 d2i_EC_PUBKEY
       3042  BE1 000C2F20 d2i_EC_PUBKEY_bio
       3043  BE2 000C2F40 d2i_EC_PUBKEY_fp
       3044  BE3 000CA020 d2i_EDIPARTYNAME
       3045  BE4 000B0A10 d2i_ESS_CERT_ID
       3046  BE5 000B0A20 d2i_ESS_ISSUER_SERIAL
       3047  BE6 000B0A30 d2i_ESS_SIGNING_CERT
       3048  BE7 000C9CD0 d2i_EXTENDED_KEY_USAGE
       3049  BE8 000CA030 d2i_GENERAL_NAME
       3050  BE9 000CA040 d2i_GENERAL_NAMES
       3051  BEA 0007A3B0 d2i_GOST_CIPHER_PARAMS
       3052  BEB 000C93F0 d2i_ISSUING_DIST_POINT
       3053  BEC 000161C0 d2i_NETSCAPE_CERT_SEQUENCE
       3054  BED 000157F0 d2i_NETSCAPE_ENCRYPTED_PKEY
       3055  BEE 00015800 d2i_NETSCAPE_PKEY
       3056  BEF 000200B0 d2i_NETSCAPE_SPKAC
       3057  BF0 000200C0 d2i_NETSCAPE_SPKI
       3058  BF1 0001F3F0 d2i_NETSCAPE_X509
       3059  BF2 000C8250 d2i_NOTICEREF
       3060  BF3 00015810 d2i_Netscape_RSA
       3061  BF4 0008C750 d2i_OCSP_BASICRESP
       3062  BF5 0008C760 d2i_OCSP_CERTID
       3063  BF6 0008C770 d2i_OCSP_CERTSTATUS
       3064  BF7 0008C780 d2i_OCSP_CRLID
       3065  BF8 0008C790 d2i_OCSP_ONEREQ
       3066  BF9 0008C7A0 d2i_OCSP_REQINFO
       3067  BFA 0008C7B0 d2i_OCSP_REQUEST
       3068  BFB 0008C7C0 d2i_OCSP_REQUEST_bio
       3069  BFC 0008C7E0 d2i_OCSP_RESPBYTES
       3070  BFD 0008C7F0 d2i_OCSP_RESPDATA
       3071  BFE 0008C800 d2i_OCSP_RESPID
       3072  BFF 0008C810 d2i_OCSP_RESPONSE
       3073  C00 0008C820 d2i_OCSP_RESPONSE_bio
       3074  C01 0008C840 d2i_OCSP_REVOKEDINFO
       3075  C02 0008C850 d2i_OCSP_SERVICELOC
       3076  C03 0008C860 d2i_OCSP_SIGNATURE
       3077  C04 0008C870 d2i_OCSP_SINGLERESP
       3078  C05 000CA050 d2i_OTHERNAME
       3079  C06 00016A40 d2i_PBE2PARAM
       3080  C07 00016540 d2i_PBEPARAM
       3081  C08 00016A50 d2i_PBKDF2PARAM
       3082  C09 00097430 d2i_PKCS12
       3083  C0A 00097440 d2i_PKCS12_BAGS
       3084  C0B 00097450 d2i_PKCS12_MAC_DATA
       3085  C0C 00097460 d2i_PKCS12_SAFEBAG
       3086  C0D 0009A250 d2i_PKCS12_bio
       3087  C0E 0009A270 d2i_PKCS12_fp
       3088  C0F 0009A550 d2i_PKCS7
       3089  C10 0009A560 d2i_PKCS7_DIGEST
       3090  C11 0009A570 d2i_PKCS7_ENCRYPT
       3091  C12 0009A580 d2i_PKCS7_ENC_CONTENT
       3092  C13 0009A590 d2i_PKCS7_ENVELOPE
       3093  C14 0009A5A0 d2i_PKCS7_ISSUER_AND_SERIAL
       3094  C15 0009A5B0 d2i_PKCS7_RECIP_INFO
       3095  C16 0009A5C0 d2i_PKCS7_SIGNED
       3096  C17 0009A5D0 d2i_PKCS7_SIGNER_INFO
       3097  C18 0009A5E0 d2i_PKCS7_SIGN_ENVELOPE
       3098  C19 000C2F60 d2i_PKCS7_bio
       3099  C1A 000C2F80 d2i_PKCS7_fp
       3100  C1B 00093A90 d2i_PKCS8PrivateKey_bio
       3101  C1C 00093B80 d2i_PKCS8PrivateKey_fp
       3102  C1D 00016C30 d2i_PKCS8_PRIV_KEY_INFO
       3103  C1E 000C2FA0 d2i_PKCS8_PRIV_KEY_INFO_bio
       3104  C1F 000C2FC0 d2i_PKCS8_PRIV_KEY_INFO_fp
       3105  C20 000C2FE0 d2i_PKCS8_bio
       3106  C21 000C3000 d2i_PKCS8_fp
       3107  C22 000CC6C0 d2i_PKEY_USAGE_PERIOD
       3108  C23 000C8260 d2i_POLICYINFO
       3109  C24 000C8270 d2i_POLICYQUALINFO
       3110  C25 000CC3D0 d2i_PROXY_CERT_INFO_EXTENSION
       3111  C26 000CC3E0 d2i_PROXY_POLICY
       3112  C27 0001FA00 d2i_PUBKEY
       3113  C28 000C3020 d2i_PUBKEY_bio
       3114  C29 000C3040 d2i_PUBKEY_fp
       3115  C2A 00014550 d2i_PrivateKey
       3116  C2B 000C3060 d2i_PrivateKey_bio
       3117  C2C 000C3080 d2i_PrivateKey_fp
       3118  C2D 000146B0 d2i_PublicKey
       3119  C2E 000A3C20 d2i_RSAPrivateKey
       3120  C2F 000C30A0 d2i_RSAPrivateKey_bio
       3121  C30 000C30C0 d2i_RSAPrivateKey_fp
       3122  C31 000A3C30 d2i_RSAPublicKey
       3123  C32 000C30E0 d2i_RSAPublicKey_bio
       3124  C33 000C3100 d2i_RSAPublicKey_fp
       3125  C34 00015950 d2i_RSA_NET
       3126  C35 000A3C40 d2i_RSA_PSS_PARAMS
       3127  C36 0001FBE0 d2i_RSA_PUBKEY
       3128  C37 000C3120 d2i_RSA_PUBKEY_bio
       3129  C38 000C3140 d2i_RSA_PUBKEY_fp
       3130  C39 000CEC30 d2i_SXNET
       3131  C3A 000CEC40 d2i_SXNETID
       3132  C3B 000B0A40 d2i_TS_ACCURACY
       3133  C3C 000B0A50 d2i_TS_MSG_IMPRINT
       3134  C3D 000B0A60 d2i_TS_MSG_IMPRINT_bio
       3135  C3E 000B0A80 d2i_TS_MSG_IMPRINT_fp
       3136  C3F 000B0AA0 d2i_TS_REQ
       3137  C40 000B0AB0 d2i_TS_REQ_bio
       3138  C41 000B0AD0 d2i_TS_REQ_fp
       3139  C42 000B0AF0 d2i_TS_RESP
       3140  C43 000B0B00 d2i_TS_RESP_bio
       3141  C44 000B0B20 d2i_TS_RESP_fp
       3142  C45 000B0B40 d2i_TS_STATUS_INFO
       3143  C46 000B0B50 d2i_TS_TST_INFO
       3144  C47 000B0B60 d2i_TS_TST_INFO_bio
       3145  C48 000B0B80 d2i_TS_TST_INFO_fp
       3146  C49 000C8280 d2i_USERNOTICE
       3147  C4A 000202D0 d2i_X509
       3148  C4B 0001DAB0 d2i_X509_ALGOR
       3149  C4C 0001DAC0 d2i_X509_ALGORS
       3150  C4D 0001DBE0 d2i_X509_ATTRIBUTE
       3151  C4E 000202E0 d2i_X509_AUX
       3152  C4F 00020830 d2i_X509_CERT_AUX
       3153  C50 00020840 d2i_X509_CERT_PAIR
       3154  C51 00020390 d2i_X509_CINF
       3155  C52 0001E610 d2i_X509_CRL
       3156  C53 0001E620 d2i_X509_CRL_INFO
       3157  C54 000C3160 d2i_X509_CRL_bio
       3158  C55 000C3180 d2i_X509_CRL_fp
       3159  C56 0001E6A0 d2i_X509_EXTENSION
       3160  C57 0001E6B0 d2i_X509_EXTENSIONS
       3161  C58 0001F0D0 d2i_X509_NAME
       3162  C59 0001F0E0 d2i_X509_NAME_ENTRY
       3163  C5A 0001FC80 d2i_X509_PUBKEY
       3164  C5B 0001FFF0 d2i_X509_REQ
       3165  C5C 00020000 d2i_X509_REQ_INFO
       3166  C5D 000C31A0 d2i_X509_REQ_bio
       3167  C5E 000C31C0 d2i_X509_REQ_fp
       3168  C5F 0001E630 d2i_X509_REVOKED
       3169  C60 00020050 d2i_X509_SIG
       3170  C61 00020110 d2i_X509_VAL
       3171  C62 000C31E0 d2i_X509_bio
       3172  C63 000C3200 d2i_X509_fp
       3173  C64 000D2BC0 explicit_bzero
       3174  C65 000D1EC0 freezero
       3175  C66 0002BA50 get_rfc2409_prime_1024
       3176  C67 0002BA70 get_rfc2409_prime_768
       3177  C68 0002BA90 get_rfc3526_prime_1536
       3178  C69 0002BAB0 get_rfc3526_prime_2048
       3179  C6A 0002BAD0 get_rfc3526_prime_3072
       3180  C6B 0002BAF0 get_rfc3526_prime_4096
       3181  C6C 0002BB10 get_rfc3526_prime_6144
       3182  C6D 0002BB30 get_rfc3526_prime_8192
       3183  C6E 000D3B70 getentropy
       3184  C6F 000D15E0 gettimeofday
       3185  C70 000D05A0 hex_to_string
       3186  C71 000CA600 i2a_ACCESS_DESCRIPTION
       3187  C72 00014E80 i2a_ASN1_ENUMERATED
       3188  C73 00015220 i2a_ASN1_INTEGER
       3189  C74 0000B960 i2a_ASN1_OBJECT
       3190  C75 00015590 i2a_ASN1_STRING
       3191  C76 00096AA0 i2b_PVK_bio
       3192  C77 00096B30 i2b_PrivateKey_bio
       3193  C78 00096BA0 i2b_PublicKey_bio
       3194  C79 00008C30 i2c_ASN1_BIT_STRING
       3195  C7A 0000A880 i2c_ASN1_INTEGER
       3196  C7B 000CA620 i2d_ACCESS_DESCRIPTION
       3197  C7C 0001D420 i2d_ASN1_BIT_STRING
       3198  C7D 0001D430 i2d_ASN1_BMPSTRING
       3199  C7E 00008E10 i2d_ASN1_BOOLEAN
       3200  C7F 0001D440 i2d_ASN1_ENUMERATED
       3201  C80 0001D450 i2d_ASN1_GENERALIZEDTIME
       3202  C81 0001D460 i2d_ASN1_GENERALSTRING
       3203  C82 0001D470 i2d_ASN1_IA5STRING
       3204  C83 0001D480 i2d_ASN1_INTEGER
       3205  C84 0001D490 i2d_ASN1_NULL
       3206  C85 0000BA70 i2d_ASN1_OBJECT
       3207  C86 0001D4A0 i2d_ASN1_OCTET_STRING
       3208  C87 0001D4B0 i2d_ASN1_PRINTABLE
       3209  C88 0001D4C0 i2d_ASN1_PRINTABLESTRING
       3210  C89 0001D4D0 i2d_ASN1_SEQUENCE_ANY
       3211  C8A 0000C010 i2d_ASN1_SET
       3212  C8B 0001D4E0 i2d_ASN1_SET_ANY
       3213  C8C 0001D4F0 i2d_ASN1_T61STRING
       3214  C8D 0000D7B0 i2d_ASN1_TIME
       3215  C8E 0001D500 i2d_ASN1_TYPE
       3216  C8F 0001D510 i2d_ASN1_UNIVERSALSTRING
       3217  C90 0001D520 i2d_ASN1_UTCTIME
       3218  C91 0001D530 i2d_ASN1_UTF8STRING
       3219  C92 0001D540 i2d_ASN1_VISIBLESTRING
       3220  C93 00012560 i2d_ASN1_bio_stream
       3221  C94 00009310 i2d_ASN1_bytes
       3222  C95 000CA630 i2d_AUTHORITY_INFO_ACCESS
       3223  C96 000C5190 i2d_AUTHORITY_KEYID
       3224  C97 000C6B10 i2d_BASIC_CONSTRAINTS
       3225  C98 000C8290 i2d_CERTIFICATEPOLICIES
       3226  C99 000C94C0 i2d_CRL_DIST_POINTS
       3227  C9A 0004C810 i2d_DHparams
       3228  C9B 0004C820 i2d_DHparams_bio
       3229  C9C 0004C840 i2d_DHparams_fp
       3230  C9D 0001D550 i2d_DIRECTORYSTRING
       3231  C9E 0001D560 i2d_DISPLAYTEXT
       3232  C9F 000C94D0 i2d_DIST_POINT
